accepted_at,accession,cik,ticker,amendment,issuer_cik,issuer_name,issuer_trading_symbol,security_title,transaction_date,transaction_code,acquired_disposed_code,shares,price_per_share,purchase_value,reporting_owners,eligible_insider,record_key,filing_datetime,insider_name,company_name,drop_reason
2026-09-01 00:00:09,0001214659-26-011250,0001212502,UUU,False,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,Common Stock,2026-08-28,P,A,800.0,5.4889,4391.12,"[{""cik"": ""0001212502"", ""name"": ""AULT MILTON C III"", ""is_director"": true, ""is_officer"": false, ""is_ten_percent_owner"": true, ""is_other"": false, ""officer_title"": null}]",True,66030ec14915c53f5b7b0aee3328c21e20e78f3fa9b69953bf897ffc6de2f756,2026-09-01 00:00:09,AULT MILTON C III,"UNIVERSAL SAFETY PRODUCTS, INC.",below_min_purchase_value
2026-09-01 00:00:09,0001214659-26-011250,0001212502,UUU,False,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,Common Stock,2026-08-31,P,A,2500.0,5.049,12622.5,"[{""cik"": ""0001212502"", ""name"": ""AULT MILTON C III"", ""is_director"": true, ""is_officer"": false, ""is_ten_percent_owner"": true, ""is_other"": false, ""officer_title"": null}]",True,ad586485c0a919806334e45bba2a6b154d8969530a9e017fabe7540b7c77686e,2026-09-01 00:00:09,AULT MILTON C III,"UNIVERSAL SAFETY PRODUCTS, INC.",below_min_purchase_value
2026-09-01 00:00:09,0001214659-26-011250,0001212502,UUU,False,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,Common Stock,2026-08-31,P,A,200.0,4.96,992.0,"[{""cik"": ""0001212502"", ""name"": ""AULT MILTON C III"", ""is_director"": true, ""is_officer"": false, ""is_ten_percent_owner"": true, ""is_other"": false, ""officer_title"": null}]",True,23004a31355ccac6e19fe3126c8cc4f1b6508fa48a6a4b17b6ad05e6398e40f4,2026-09-01 00:00:09,AULT MILTON C III,"UNIVERSAL SAFETY PRODUCTS, INC.",below_min_purchase_value
2026-09-01 00:00:03,0001193125-26-377239,0001261654,UTI,False,0001261654,UNIVERSAL TECHNICAL INSTITUTE INC,UTI,"Common Stock, $0.0001 par value",2026-08-27,P,A,1000.0,21.8,21800.0,"[{""cik"": ""0001226186"", ""name"": ""DEVINCENZI ROBERT THOMAS"", ""is_director"": true, ""is_officer"": false, ""is_ten_percent_owner"": false, ""is_other"": false, ""officer_title"": null}]",True,58aa72a6b5a52f1c734ae7892bec7ca0c6bf50cda22c18cf2f40da11225e8431,2026-09-01 00:00:03,DEVINCENZI ROBERT THOMAS,UNIVERSAL TECHNICAL INSTITUTE INC,below_min_purchase_value
2026-08-31 23:59:24,0001437749-26-029357,0001538662,OVLY,False,0001431567,Oak Valley Bancorp,OVLY,Common Stock,2026-08-28,P,A,125.0,34.23,4278.75,"[{""cik"": ""0001538662"", ""name"": ""Leonard Daniel J"", ""is_director"": true, ""is_officer"": null, ""is_ten_percent_owner"": null, ""is_other"": null, ""officer_title"": null}]",True,69ef4326c9cb456d82c03f8c726bcf7dabd8fa45d8cb6ebf7bed7596c91cc72d,2026-08-31 23:59:24,Leonard Daniel J,Oak Valley Bancorp,below_min_purchase_value
2026-08-31 23:48:11,0001104659-26-103998,0001533482,UAMY,False,0000101538,UNITED STATES ANTIMONY CORP,UAMY,Common Stock,2026-08-31,P,A,1400.0,5.035,7049.0,"[{""cik"": ""0001533482"", ""name"": ""Aguirre Blaise A."", ""is_director"": true, ""is_officer"": false, ""is_ten_percent_owner"": false, ""is_other"": false, ""officer_title"": null}]",True,2dda5b314251ae3c7a3ba4bf01b15debf1afe44e296f44a5d98a8bb5fb6fc5f5,2026-08-31 23:48:11,Aguirre Blaise A.,UNITED STATES ANTIMONY CORP,below_min_purchase_value
2026-08-31 22:56:50,0001213900-26-095848,0002118802,AXIA3,False,0001439124,AXIA Energia S.A.,AXIA3,Common Shares,2026-08-26,P,A,100.0,10.31,1031.0,"[{""cik"": ""0002118802"", ""name"": ""de Bittencourt Marinho Gisomar Francisco"", ""is_director"": false, ""is_officer"": false, ""is_ten_percent_owner"": false, ""is_other"": true, ""officer_title"": null}]",False,7f1c8c97a9047dfcca428a785a3799eb7614a345acfc9bfbe83bc93ce93c20c9,2026-08-31 22:56:50,de Bittencourt Marinho Gisomar Francisco,AXIA Energia S.A.,below_min_purchase_value
2026-08-31 22:56:12,0001140361-26-035126,0001956633,PRTS,False,0001378950,"CarParts.com, Inc.",PRTS,Common Stock,2026-08-27,P,A,4614.0,6.88,31744.32,"[{""cik"": ""0001956633"", ""name"": ""Huffaker Michael"", ""is_director"": null, ""is_officer"": true, ""is_ten_percent_owner"": null, ""is_other"": null, ""officer_title"": ""COO""}]",True,6e0788484c3193bb310141bc0bcaa0ded86331d1bfd07086c036f6d320ee4120,2026-08-31 22:56:12,Huffaker Michael,"CarParts.com, Inc.",below_min_purchase_value
2026-08-31 22:56:12,0001140361-26-035126,0001956633,PRTS,False,0001378950,"CarParts.com, Inc.",PRTS,Common Stock,2026-08-28,P,A,7548.0,7.16,54043.68,"[{""cik"": ""0001956633"", ""name"": ""Huffaker Michael"", ""is_director"": null, ""is_officer"": true, ""is_ten_percent_owner"": null, ""is_other"": null, ""officer_title"": ""COO""}]",True,7efad84dc55c6c52961b11b7d2b5bbc21289d15d0e55c9e812677956109e6eaf,2026-08-31 22:56:12,Huffaker Michael,"CarParts.com, Inc.",below_min_purchase_value
2026-08-31 22:55:54,0001140361-26-035125,0001770720,PRTS,False,0001378950,"CarParts.com, Inc.",PRTS,Common Stock,2026-08-27,P,A,4612.0,6.88,31730.56,"[{""cik"": ""0001770720"", ""name"": ""Meniane David"", ""is_director"": null, ""is_officer"": true, ""is_ten_percent_owner"": null, ""is_other"": null, ""officer_title"": ""CEO""}]",True,d3ce6c37c5c8bcabb7b90ab5b06eee8088a0e5aff3ebc67261de7633edfbfa59,2026-08-31 22:55:54,Meniane David,"CarParts.com, Inc.",below_min_purchase_value
2026-08-31 22:55:54,0001140361-26-035125,0001770720,PRTS,False,0001378950,"CarParts.com, Inc.",PRTS,Common Stock,2026-08-28,P,A,7552.0,7.16,54072.32,"[{""cik"": ""0001770720"", ""name"": ""Meniane David"", ""is_director"": null, ""is_officer"": true, ""is_ten_percent_owner"": null, ""is_other"": null, ""officer_title"": ""CEO""}]",True,e05f196a77f287f474c1567c173e1d9b4156768e6090252bdb62d2a60adf5bbf,2026-08-31 22:55:54,Meniane David,"CarParts.com, Inc.",below_min_purchase_value
2026-08-31 22:24:01,0001493152-26-040895,0001684693,SLGL,False,0001684693,Sol-Gel Technologies Ltd.,SLGL,"Ordinary Shares, par value NIS 1.00 per share",2026-08-28,P,A,10000.0,71.3969,713969.0,"[{""cik"": ""0001595855"", ""name"": ""Opaleye Management Inc."", ""is_director"": false, ""is_officer"": false, ""is_ten_percent_owner"": true, ""is_other"": false, ""officer_title"": null}]",False,360f36b2571be7ab6e8df639bb79e2ec53cd7f729a723815dc543692186375a0,2026-08-31 22:24:01,Opaleye Management Inc.,Sol-Gel Technologies Ltd.,ineligible_owner
2026-08-31 22:24:01,0001493152-26-040895,0001684693,SLGL,False,0001684693,Sol-Gel Technologies Ltd.,SLGL,"Ordinary Shares, par value NIS 1.00 per share",2026-08-28,P,A,20113.0,68.4203,1376137.4939,"[{""cik"": ""0001595855"", ""name"": ""Opaleye Management Inc."", ""is_director"": false, ""is_officer"": false, ""is_ten_percent_owner"": true, ""is_other"": false, ""officer_title"": null}]",False,ffd09eda70dce713fdfe96aace684ad99b5e919323efd62a95d56019f3902158,2026-08-31 22:24:01,Opaleye Management Inc.,Sol-Gel Technologies Ltd.,ineligible_owner
2026-08-31 22:24:01,0001493152-26-040895,0001684693,SLGL,False,0001684693,Sol-Gel Technologies Ltd.,SLGL,"Ordinary Shares, par value NIS 1.00 per share",2026-08-28,P,A,5000.0,68.81,344050.0,"[{""cik"": ""0001595855"", ""name"": ""Opaleye Management Inc."", ""is_director"": false, ""is_officer"": false, ""is_ten_percent_owner"": true, ""is_other"": false, ""officer_title"": null}]",False,6d5d46208a330799cfc0bed9a33d507738595b0040b39b6be4879e266b3f7857,2026-08-31 22:24:01,Opaleye Management Inc.,Sol-Gel Technologies Ltd.,ineligible_owner
2026-08-31 22:24:01,0001493152-26-040895,0001684693,SLGL,False,0001684693,Sol-Gel Technologies Ltd.,SLGL,"Ordinary Shares, par value NIS 1.00 per share",2026-08-31,P,A,5000.0,68.235,341175.0,"[{""cik"": ""0001595855"", ""name"": ""Opaleye Management Inc."", ""is_director"": false, ""is_officer"": false, ""is_ten_percent_owner"": true, ""is_other"": false, ""officer_title"": null}]",False,45573273bc7cd39787be2220efc8edc74e8a6a8481322528101ac8a97aeb769f,2026-08-31 22:24:01,Opaleye Management Inc.,Sol-Gel Technologies Ltd.,ineligible_owner
2026-08-31 22:24:01,0001493152-26-040895,0001684693,SLGL,False,0001684693,Sol-Gel Technologies Ltd.,SLGL,"Ordinary Shares, par value NIS 1.00 per share",2026-08-31,P,A,217.0,69.1,14994.7,"[{""cik"": ""0001595855"", ""name"": ""Opaleye Management Inc."", ""is_director"": false, ""is_officer"": false, ""is_ten_percent_owner"": true, ""is_other"": false, ""officer_title"": null}]",False,e04d4ab0144e09548d72ffbb8a695d3487d49d7fb63a3dd02b9a5369f85be7e5,2026-08-31 22:24:01,Opaleye Management Inc.,Sol-Gel Technologies Ltd.,below_min_purchase_value
2026-08-31 22:00:09,0001193125-26-377154,0001828161,FTCI,False,0001828161,"FTC Solar, Inc.",FTCI,Common Stock,2026-08-27,P,A,39583.0,2.35,93020.05,"[{""cik"": ""0001233432"", ""name"": ""SADASIVAM SHAKER"", ""is_director"": true, ""is_officer"": false, ""is_ten_percent_owner"": false, ""is_other"": false, ""officer_title"": null}]",True,87434eedb2b7f8b7a116f0e260288f464ad96ad4f7fa20c92d5027b3234c950c,2026-08-31 22:00:09,SADASIVAM SHAKER,"FTC Solar, Inc.",below_min_purchase_value
