title,form_type,accepted_at,accession,cik,company_name,ticker,primary_document,archive_base_url,source_url,amendment_flag,xml_url,sha256,status,parsed_records
4 - Stellus Capital Investment Corp (0001551901) (Issuer),4,2026-06-26 01:30:30,0001104659-26-077908,0001551901,4 - Stellus Capital Investment Corp (0001551901) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1551901/000110465926077908,https://www.sec.gov/Archives/edgar/data/1551901/000110465926077908/0001104659-26-077908-index.htm,False,https://www.sec.gov/Archives/edgar/data/1551901/000110465926077908/tm2619013-1_4seq1.xml,2f2d685834d21d98f6bff9bd30ad4b461b9d4779371f7ed9f9e416d8c284917d,parsed,3
4 - Accelerant Holdings (0001997350) (Issuer),4,2026-06-26 01:24:06,0001628280-26-045640,0001997350,4 - Accelerant Holdings (0001997350) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1997350/000162828026045640,https://www.sec.gov/Archives/edgar/data/1997350/000162828026045640/0001628280-26-045640-index.htm,False,https://www.sec.gov/Archives/edgar/data/1997350/000162828026045640/wk-form4_1782437040.xml,c823b3dd62d9c6f9ef60053a90f95f849b35b5cec64734753c59f38cd8935703,parsed,0
4 - Mountain Crest Acquisition 6 Corp. (0002109876) (Issuer),4,2026-06-26 01:20:47,0001829126-26-006888,0002109876,4 - Mountain Crest Acquisition 6 Corp. (0002109876) (Issuer),,,https://www.sec.gov/Archives/edgar/data/2109876/000182912626006888,https://www.sec.gov/Archives/edgar/data/2109876/000182912626006888/0001829126-26-006888-index.htm,False,https://www.sec.gov/Archives/edgar/data/2109876/000182912626006888/ownership.xml,eb86718e4e29cb51d6764c647a6e61ca022477a799204650b145c99f68f9935c,parsed,0
4 - Mountain Crest Holdings 6 LLC (0002116124) (Reporting),4,2026-06-26 01:20:29,0001829126-26-006887,0002116124,4 - Mountain Crest Holdings 6 LLC (0002116124) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2116124/000182912626006887,https://www.sec.gov/Archives/edgar/data/2116124/000182912626006887/0001829126-26-006887-index.htm,False,https://www.sec.gov/Archives/edgar/data/2116124/000182912626006887/ownership.xml,659132235d2654c34fdcc9d94c33067b0380af6acb20125b1e2081b674316553,parsed,0
4 - Hungate Alexander Charles (0002026373) (Reporting),4,2026-06-26 01:14:36,0002026373-26-000005,0002026373,4 - Hungate Alexander Charles (0002026373) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2026373/000202637326000005,https://www.sec.gov/Archives/edgar/data/2026373/000202637326000005/0002026373-26-000005-index.htm,False,https://www.sec.gov/Archives/edgar/data/2026373/000202637326000005/wk-form4_1782436471.xml,015e313f8934b6d10f93ff01fd9df4f0df96cee69d538bb70af0435cc383722a,parsed,0
4 - Navios Maritime Partners L.P. (0001415921) (Issuer),4,2026-06-26 01:10:06,0001193125-26-283332,0001415921,4 - Navios Maritime Partners L.P. (0001415921) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1415921/000119312526283332,https://www.sec.gov/Archives/edgar/data/1415921/000119312526283332/0001193125-26-283332-index.htm,False,https://www.sec.gov/Archives/edgar/data/1415921/000119312526283332/ownership.xml,f2f3bcc9a958a0f65c241cbb16b594750835e373c4b600b16d79f0306668df4b,parsed,3
4 - DiLiberto Matthew J. (0001629731) (Reporting),4,2026-06-26 00:57:10,0001629731-26-000008,0001629731,4 - DiLiberto Matthew J. (0001629731) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1629731/000162973126000008,https://www.sec.gov/Archives/edgar/data/1629731/000162973126000008/0001629731-26-000008-index.htm,False,https://www.sec.gov/Archives/edgar/data/1629731/000162973126000008/form4-06262026_120606.xml,f96a0e350abf4ddf0d39e5a3867731914f8f7e7eec63f8407c86bd1e8fb5f1f2,parsed,0
4 - HOLLIDAY MARC (0001216194) (Reporting),4,2026-06-26 00:56:25,0001216194-26-000006,0001216194,4 - HOLLIDAY MARC (0001216194) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1216194/000121619426000006,https://www.sec.gov/Archives/edgar/data/1216194/000121619426000006/0001216194-26-000006-index.htm,False,https://www.sec.gov/Archives/edgar/data/1216194/000121619426000006/form4-06262026_120621.xml,add819e0c50707c0b1950dca89fa53cce4a76d14d4eb0371c843b230c49292e5,parsed,0
"4 - Clear Secure, Inc. (0001856314) (Issuer)",4,2026-06-26 00:43:46,0001466453-26-000008,0001856314,"4 - Clear Secure, Inc. (0001856314) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1856314/000146645326000008,https://www.sec.gov/Archives/edgar/data/1856314/000146645326000008/0001466453-26-000008-index.htm,False,https://www.sec.gov/Archives/edgar/data/1856314/000146645326000008/wk-form4_1782434623.xml,59d3992b98be7473dbd4ace950102d1a10c0c1344aaeec47cc8e4f9a353e63ac,parsed,0
"4 - Alclear Investments, LLC (0001869246) (Reporting)",4,2026-06-26 00:42:43,0001856314-26-000024,0001869246,"4 - Alclear Investments, LLC (0001869246) (Reporting)",,,https://www.sec.gov/Archives/edgar/data/1869246/000185631426000024,https://www.sec.gov/Archives/edgar/data/1869246/000185631426000024/0001856314-26-000024-index.htm,False,https://www.sec.gov/Archives/edgar/data/1869246/000185631426000024/wk-form4_1782434556.xml,d49690f12d10046b3dd2f72a63045e08abe41ed9bb747190d59b5c844e3f5df2,parsed,0
4 - Kurtz George (0001778564) (Reporting),4,2026-06-26 00:30:17,0001778564-26-000104,0001778564,4 - Kurtz George (0001778564) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1778564/000177856426000104,https://www.sec.gov/Archives/edgar/data/1778564/000177856426000104/0001778564-26-000104-index.htm,False,https://www.sec.gov/Archives/edgar/data/1778564/000177856426000104/form4-06252026_080607.xml,608ec6bd3adf77a6cb107669ccec02793a25f149f8687cbe72edcdbce244affb,parsed,0
4 - Saha Anurag (0001921602) (Reporting),4,2026-06-26 00:30:13,0001921602-26-000008,0001921602,4 - Saha Anurag (0001921602) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1921602/000192160226000008,https://www.sec.gov/Archives/edgar/data/1921602/000192160226000008/0001921602-26-000008-index.htm,False,https://www.sec.gov/Archives/edgar/data/1921602/000192160226000008/form4-06252026_080604.xml,0c0aaceedda075ea0e43bfdbe71433c94c78f35ce203b925d8e44dd94c9b0f3c,parsed,0
4 - Kurtz George (0001778564) (Reporting),4,2026-06-26 00:30:11,0001778564-26-000103,0001778564,4 - Kurtz George (0001778564) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1778564/000177856426000103,https://www.sec.gov/Archives/edgar/data/1778564/000177856426000103/0001778564-26-000103-index.htm,False,https://www.sec.gov/Archives/edgar/data/1778564/000177856426000103/form4-06252026_080601.xml,27128546af38b374ce55d54e401e3e9aa9e191636dbf7da1e7cfedd38569cffc,parsed,0
"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",4,2026-06-26 00:21:07,0001193125-26-283304,0001866368,"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283304,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283304/0001193125-26-283304-index.htm,False,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283304/ownership.xml,7ae7ed028f6e2dd3540489a29db15e21ab27155cc65150732d7e912d3743812c,parsed,0
4 - Erickson Scott Stanley (0001879936) (Reporting),4,2026-06-26 00:21:05,0001193125-26-283303,0001879936,4 - Erickson Scott Stanley (0001879936) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1879936/000119312526283303,https://www.sec.gov/Archives/edgar/data/1879936/000119312526283303/0001193125-26-283303-index.htm,False,https://www.sec.gov/Archives/edgar/data/1879936/000119312526283303/ownership.xml,17b2cb1668ae54424394d7fb9f1b0c4cc66bd74e3786f6ba876db863dbbe30d0,parsed,0
4 - Sahai Sandeep (0001879927) (Reporting),4,2026-06-26 00:19:50,0001193125-26-283300,0001879927,4 - Sahai Sandeep (0001879927) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1879927/000119312526283300,https://www.sec.gov/Archives/edgar/data/1879927/000119312526283300/0001193125-26-283300-index.htm,False,https://www.sec.gov/Archives/edgar/data/1879927/000119312526283300/ownership.xml,9ce56aea698c5dc7b2b53b6ffcc0b882b344d70cd0a33d11f93a49038b73f07e,parsed,0
4 - Sethi Subi (0001880112) (Reporting),4,2026-06-26 00:17:42,0001193125-26-283293,0001880112,4 - Sethi Subi (0001880112) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1880112/000119312526283293,https://www.sec.gov/Archives/edgar/data/1880112/000119312526283293/0001193125-26-283293-index.htm,False,https://www.sec.gov/Archives/edgar/data/1880112/000119312526283293/ownership.xml,116c4ea5ea610faf2a8f159b85e3fe9f2012e1c1cfb03832f7a3673a24513df2,parsed,0
4 - Das Souvik (0001879939) (Reporting),4,2026-06-26 00:13:42,0001193125-26-283289,0001879939,4 - Das Souvik (0001879939) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1879939/000119312526283289,https://www.sec.gov/Archives/edgar/data/1879939/000119312526283289/0001193125-26-283289-index.htm,False,https://www.sec.gov/Archives/edgar/data/1879939/000119312526283289/ownership.xml,2be262380713558b626d62d2689d9f036d78daa99e83f373e821fb1f7ea27df4,parsed,0
"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",4,2026-06-26 00:12:40,0001193125-26-283287,0001866368,"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283287,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283287/0001193125-26-283287-index.htm,False,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283287/ownership.xml,19f05d29f28580bb836f04727064dfb5db9115774d687ac975e1fef672e18b65,parsed,0
"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",4,2026-06-26 00:11:52,0001193125-26-283285,0001866368,"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283285,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283285/0001193125-26-283285-index.htm,False,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283285/ownership.xml,444ced6bd91bfb5a8cdaf4c61a3bc9456bfdd4fe3d083571ed8e534ff02eb2dc,parsed,0
"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",4,2026-06-26 00:07:16,0001193125-26-283279,0001866368,"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283279,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283279/0001193125-26-283279-index.htm,False,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283279/ownership.xml,de90c938d56099cda2da56f9b770c47b06d59a66c2cc922f8cb5571cdba3c23d,parsed,0
4 - NieuweWeme Bas (0002079194) (Reporting),4,2026-06-26 00:06:57,0001193125-26-283277,0002079194,4 - NieuweWeme Bas (0002079194) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2079194/000119312526283277,https://www.sec.gov/Archives/edgar/data/2079194/000119312526283277/0001193125-26-283277-index.htm,False,https://www.sec.gov/Archives/edgar/data/2079194/000119312526283277/ownership.xml,e046cb24b4fd4172b94658e5547e3f5ea87254595fb2d5e1479ba1405421b914,parsed,0
4 - Farag Kameel D. (0002093620) (Reporting),4,2026-06-26 00:06:51,0001493152-26-030210,0002093620,4 - Farag Kameel D. (0002093620) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2093620/000149315226030210,https://www.sec.gov/Archives/edgar/data/2093620/000149315226030210/0001493152-26-030210-index.htm,False,https://www.sec.gov/Archives/edgar/data/2093620/000149315226030210/ownership.xml,1abe5757cf40dd491428084931df5f6ea4ad9622ce54b88365fa9389be5424c8,parsed,0
4 - Hooper Christopher (0001880113) (Reporting),4,2026-06-26 00:04:53,0001193125-26-283273,0001880113,4 - Hooper Christopher (0001880113) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1880113/000119312526283273,https://www.sec.gov/Archives/edgar/data/1880113/000119312526283273/0001193125-26-283273-index.htm,False,https://www.sec.gov/Archives/edgar/data/1880113/000119312526283273/ownership.xml,26dba11c4a0c9aa40fc3089b604572a524bdbd533520fe4b34319844dafc2678,parsed,0
4 - Gaslightwala Abizer (0002049375) (Reporting),4,2026-06-26 00:04:19,0001493152-26-030207,0002049375,4 - Gaslightwala Abizer (0002049375) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2049375/000149315226030207,https://www.sec.gov/Archives/edgar/data/2049375/000149315226030207/0001493152-26-030207-index.htm,False,https://www.sec.gov/Archives/edgar/data/2049375/000149315226030207/ownership.xml,4e691868e502b743b9d485c6a209bea7d072c49dd63b2b662eb75fe92f24a6fa,parsed,0
"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",4,2026-06-26 00:01:58,0001193125-26-283269,0001866368,"4 - Clearwater Analytics Holdings, Inc. (0001866368) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283269,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283269/0001193125-26-283269-index.htm,False,https://www.sec.gov/Archives/edgar/data/1866368/000119312526283269/ownership.xml,696b989862ded888deee831fd729433aea558cd5d170aa7f6620cb7053203fe7,parsed,0
4 - Patton Gregory Scott (0002063732) (Reporting),4,2026-06-25 23:55:35,0001140361-26-026451,0002063732,4 - Patton Gregory Scott (0002063732) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2063732/000114036126026451,https://www.sec.gov/Archives/edgar/data/2063732/000114036126026451/0001140361-26-026451-index.htm,False,https://www.sec.gov/Archives/edgar/data/2063732/000114036126026451/form4.xml,b3cbe656f5076d2730562d67a59e8548b7df539c1e633c462dad7d5e85b532fe,parsed,0
4 - Growe Christopher (0001968701) (Reporting),4,2026-06-25 23:43:39,0001193125-26-283258,0001968701,4 - Growe Christopher (0001968701) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1968701/000119312526283258,https://www.sec.gov/Archives/edgar/data/1968701/000119312526283258/0001193125-26-283258-index.htm,False,https://www.sec.gov/Archives/edgar/data/1968701/000119312526283258/ownership.xml,b00929f67738a5a3260d5267abc75331cd234a854d703355bd0b20a25e20f6d9,parsed,0
4 - Williams Gregg (0001624919) (Reporting),4,2026-06-25 23:42:57,0001753926-26-001072,0001624919,4 - Williams Gregg (0001624919) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1624919/000175392626001072,https://www.sec.gov/Archives/edgar/data/1624919/000175392626001072/0001753926-26-001072-index.htm,False,https://www.sec.gov/Archives/edgar/data/1624919/000175392626001072/form4.xml,d8b817d66ed653b48ee3a5554ea676c78c81bf018cd8b354cd6281d143044de7,parsed,0
4 - Rivers Kim A. (0001841319) (Reporting),4,2026-06-25 23:42:56,0001213900-26-072230,0001841319,4 - Rivers Kim A. (0001841319) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1841319/000121390026072230,https://www.sec.gov/Archives/edgar/data/1841319/000121390026072230/0001213900-26-072230-index.htm,False,https://www.sec.gov/Archives/edgar/data/1841319/000121390026072230/ownership.xml,5275b73b13db7418d1472c92e3e6c8dd897ff59e0e65b54b86447b6ce8f28bd5,parsed,0
4 - Popoff Alexandra L. (0001858534) (Reporting),4,2026-06-25 23:40:33,0001753926-26-001070,0001858534,4 - Popoff Alexandra L. (0001858534) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1858534/000175392626001070,https://www.sec.gov/Archives/edgar/data/1858534/000175392626001070/0001753926-26-001070-index.htm,False,https://www.sec.gov/Archives/edgar/data/1858534/000175392626001070/form4.xml,09c4a4917eada5ad78cb76c0a829a42cd40ea3f907acbd5fb01bbeaf70f5ac4d,parsed,0
"4 - Vivani Medical, Inc. (0001266806) (Issuer)",4,2026-06-25 23:40:13,0001753926-26-001069,0001266806,"4 - Vivani Medical, Inc. (0001266806) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1266806/000175392626001069,https://www.sec.gov/Archives/edgar/data/1266806/000175392626001069/0001753926-26-001069-index.htm,False,https://www.sec.gov/Archives/edgar/data/1266806/000175392626001069/form4.xml,2f74025bd262db43b9394e9aca1112b5f85190aac2ca4bd3bf61127119bb07e7,parsed,0
4 - Mendelsohn Aaron (0001625195) (Reporting),4,2026-06-25 23:38:59,0001753926-26-001066,0001625195,4 - Mendelsohn Aaron (0001625195) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1625195/000175392626001066,https://www.sec.gov/Archives/edgar/data/1625195/000175392626001066/0001753926-26-001066-index.htm,False,https://www.sec.gov/Archives/edgar/data/1625195/000175392626001066/form4.xml,98a36481c05eafaa4c05792ebc872056e5f1a9fc768a8e45227072bbae95a279,parsed,0
4 - Ellis Stephen A (0001561563) (Reporting),4,2026-06-25 23:35:29,0001561563-26-000017,0001561563,4 - Ellis Stephen A (0001561563) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1561563/000156156326000017,https://www.sec.gov/Archives/edgar/data/1561563/000156156326000017/0001561563-26-000017-index.htm,False,https://www.sec.gov/Archives/edgar/data/1561563/000156156326000017/wk-form4_1782430526.xml,60b3ddb10b35947066c78381274de61ad3ba4c6971acdeeee3a0b9cbb58275b2,parsed,0
"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",4,2026-06-25 23:26:49,0001193125-26-283245,0001701108,"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283245,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283245/0001193125-26-283245-index.htm,False,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283245/ownership.xml,d3fd1a5c7bd26df7ffb142b0eeded0ed3470db5dee6d8fb8cff8082b91229f63,parsed,0
4 - Tregoning Kathleen (0001830764) (Reporting),4,2026-06-25 23:17:12,0001193125-26-283238,0001830764,4 - Tregoning Kathleen (0001830764) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1830764/000119312526283238,https://www.sec.gov/Archives/edgar/data/1830764/000119312526283238/0001193125-26-283238-index.htm,False,https://www.sec.gov/Archives/edgar/data/1830764/000119312526283238/ownership.xml,e5babc61110e5cbcf5adf42a8bdfcf1ea3c3d2fc430a8d1da56e01189dc0db0c,parsed,0
"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",4,2026-06-25 23:14:32,0001193125-26-283230,0001701108,"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283230,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283230/0001193125-26-283230-index.htm,False,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283230/ownership.xml,70abd5873c37f2415711a7acd12d5094bc698fa72802ab802f62af4d89e0c6c5,parsed,0
"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",4,2026-06-25 23:12:10,0001193125-26-283226,0001701108,"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283226,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283226/0001193125-26-283226-index.htm,False,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283226/ownership.xml,76b8db9783489fa99cce0dc114047f5033cf3555757cfc181aacb66b4cd4e58f,parsed,0
4 - TerrAscend Corp. (0001778129) (Issuer),4,2026-06-25 23:09:59,0002064832-26-000248,0001778129,4 - TerrAscend Corp. (0001778129) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000248,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000248/0002064832-26-000248-index.htm,False,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000248/form4.xml,ff6e4f8b0ef8ee7848aad2cd50475b4a1400cbee0147164427bfce2c65ebc6b6,parsed,0
4 - TerrAscend Corp. (0001778129) (Issuer),4,2026-06-25 23:09:43,0002064832-26-000247,0001778129,4 - TerrAscend Corp. (0001778129) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000247,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000247/0002064832-26-000247-index.htm,False,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000247/form4.xml,1a57911c654433974cdc30d670694f67596715373acf3d9762a4c09c98cd0427,parsed,0
4 - Ghanem Ziad (0001903871) (Reporting),4,2026-06-25 23:09:09,0002064832-26-000246,0001903871,4 - Ghanem Ziad (0001903871) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1903871/000206483226000246,https://www.sec.gov/Archives/edgar/data/1903871/000206483226000246/0002064832-26-000246-index.htm,False,https://www.sec.gov/Archives/edgar/data/1903871/000206483226000246/form4.xml,5a7b1e0500e1c81778e2b35cefc70a1cfdb142151489868b1bd1eb05cd8168e3,parsed,0
4 - Sundar Ajay (0002012004) (Reporting),4,2026-06-25 23:08:41,0000921895-26-001682,0002012004,4 - Sundar Ajay (0002012004) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2012004/000092189526001682,https://www.sec.gov/Archives/edgar/data/2012004/000092189526001682/0000921895-26-001682-index.htm,False,https://www.sec.gov/Archives/edgar/data/2012004/000092189526001682/form406297282sun_06252026.xml,14cd53ccba6446d21d139738104e910a7df966190d3dddfafb04f6d8c261223e,parsed,0
4 - TerrAscend Corp. (0001778129) (Issuer),4,2026-06-25 23:07:56,0002064832-26-000245,0001778129,4 - TerrAscend Corp. (0001778129) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000245,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000245/0002064832-26-000245-index.htm,False,https://www.sec.gov/Archives/edgar/data/1778129/000206483226000245/form4.xml,8999da16b909e9edb6acfb1e93bfd31deeb102e9176749ace687c40da3b75974,parsed,0
4 - Takeover Time 2026 LLC (0002107788) (Reporting),4,2026-06-25 23:06:00,0002107788-26-000004,0002107788,4 - Takeover Time 2026 LLC (0002107788) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2107788/000210778826000004,https://www.sec.gov/Archives/edgar/data/2107788/000210778826000004/0002107788-26-000004-index.htm,False,https://www.sec.gov/Archives/edgar/data/2107788/000210778826000004/primary_doc.xml,19b4ea5598eebf17cb43ada49360b180974629778e2d982f803c4a8620ce0f4b,parsed,0
4 - Remer Eric Richard (0001856906) (Reporting),4,2026-06-25 23:02:33,0001856906-26-000064,0001856906,4 - Remer Eric Richard (0001856906) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1856906/000185690626000064,https://www.sec.gov/Archives/edgar/data/1856906/000185690626000064/0001856906-26-000064-index.htm,False,https://www.sec.gov/Archives/edgar/data/1856906/000185690626000064/wk-form4_1782428551.xml,5f5110d6e713b0e41331627f48bb98f7f7db461d62d7efdbe3beabe1f7729a69,parsed,0
4 - Wild Jason G. (0001778752) (Reporting),4,2026-06-25 23:00:15,0001104659-26-077875,0001778752,4 - Wild Jason G. (0001778752) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1778752/000110465926077875,https://www.sec.gov/Archives/edgar/data/1778752/000110465926077875/0001104659-26-077875-index.htm,False,https://www.sec.gov/Archives/edgar/data/1778752/000110465926077875/tm2618891d1_4seq1.xml,c8560926e41b1091297e2916daa6dfc3f1764769404cfe17ff184ce3bf88b87d,parsed,0
"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",4,2026-06-25 22:59:52,0001193125-26-283209,0001701108,"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283209,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283209/0001193125-26-283209-index.htm,False,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283209/ownership.xml,4a94291d5b4f3f2818478e9ccb035d7d1ddfd577673ce1bd2e53aa524634a8d9,parsed,0
"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",4,2026-06-25 22:58:13,0000921895-26-001680,0001815442,"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1815442/000092189526001680,https://www.sec.gov/Archives/edgar/data/1815442/000092189526001680/0000921895-26-001680-index.htm,False,https://www.sec.gov/Archives/edgar/data/1815442/000092189526001680/form407422010_06252026.xml,049eb570c28176ac2c90118b906dd0be4cfc5d6dae152f284a68b55462aebf5b,parsed,0
"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",4,2026-06-25 22:57:29,0001193125-26-283202,0001701108,"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283202,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283202/0001193125-26-283202-index.htm,False,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283202/ownership.xml,265f8bc86514f3a9124a60e26d39bbbd0e67d1e1a3bb7fa489a706cb36c3e17a,parsed,0
"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",4,2026-06-25 22:55:43,0001193125-26-283198,0001701108,"4 - Spero Therapeutics, Inc. (0001701108) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283198,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283198/0001193125-26-283198-index.htm,False,https://www.sec.gov/Archives/edgar/data/1701108/000119312526283198/ownership.xml,bbfc2e77204ca207ed357193446bfc87061664766241751aefbe7fcd62d31bb2,parsed,0
4 - Molinelli Gavin (0001460496) (Reporting),4,2026-06-25 22:55:22,0000921895-26-001679,0001460496,4 - Molinelli Gavin (0001460496) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1460496/000092189526001679,https://www.sec.gov/Archives/edgar/data/1460496/000092189526001679/0000921895-26-001679-index.htm,False,https://www.sec.gov/Archives/edgar/data/1460496/000092189526001679/form406297282mol_06252026.xml,603ddf51878b1d5987e8da479df963b093e8ade93cdbb94d4b42f640567bfa5b,parsed,0
4 - Hansen Gwenn (0001817160) (Reporting),4,2026-06-25 22:49:10,0001817160-26-000010,0001817160,4 - Hansen Gwenn (0001817160) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1817160/000181716026000010,https://www.sec.gov/Archives/edgar/data/1817160/000181716026000010/0001817160-26-000010-index.htm,False,https://www.sec.gov/Archives/edgar/data/1817160/000181716026000010/wk-form4_1782427748.xml,497ee9eb9c062d589b14ecdf3a1a8032ccf62e594af5e7dc808817a47019dec1,parsed,0
4 - Begeman John Arthur (0002048353) (Reporting),4,2026-06-25 22:46:31,0000912282-26-000865,0002048353,4 - Begeman John Arthur (0002048353) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2048353/000091228226000865,https://www.sec.gov/Archives/edgar/data/2048353/000091228226000865/0000912282-26-000865-index.htm,False,https://www.sec.gov/Archives/edgar/data/2048353/000091228226000865/form4.xml,2aae0b8140c80f1d093ed1a07bf7624b252862737b8da4e02400b995c6502f59,parsed,0
4 - Vasquez Alison Gaut (0002021289) (Reporting),4,2026-06-25 22:46:20,0002021289-26-000006,0002021289,4 - Vasquez Alison Gaut (0002021289) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2021289/000202128926000006,https://www.sec.gov/Archives/edgar/data/2021289/000202128926000006/0002021289-26-000006-index.htm,False,https://www.sec.gov/Archives/edgar/data/2021289/000202128926000006/form4-06252026_100616.xml,bbe1cd923005a3721a307093154d9af181387d9dfe155583eb636c80036f4c85,parsed,0
