title,form_type,accepted_at,accession,cik,company_name,ticker,primary_document,archive_base_url,source_url,amendment_flag,xml_url,sha256,status,parsed_records
4 - Yopps Steven W. (0002109227) (Reporting),4,2026-06-25 22:44:31,0000912282-26-000864,0002109227,4 - Yopps Steven W. (0002109227) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2109227/000091228226000864,https://www.sec.gov/Archives/edgar/data/2109227/000091228226000864/0000912282-26-000864-index.htm,False,https://www.sec.gov/Archives/edgar/data/2109227/000091228226000864/form4.xml,9c1b706d4ae310bfee9e29881a1ea48948ea9c39a5eafadd09f42b30d677aa53,parsed,0
4 - Seaman John William (0002049451) (Reporting),4,2026-06-25 22:43:05,0000912282-26-000863,0002049451,4 - Seaman John William (0002049451) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2049451/000091228226000863,https://www.sec.gov/Archives/edgar/data/2049451/000091228226000863/0000912282-26-000863-index.htm,False,https://www.sec.gov/Archives/edgar/data/2049451/000091228226000863/form4.xml,4162fee3f3516ba3fa1080756dada7cc1d0c7e2d5bf11ac15ffd02ad64f470ba,parsed,0
4 - Joseph Cassandra Pulskamp (0001964018) (Reporting),4,2026-06-25 22:41:24,0000912282-26-000862,0001964018,4 - Joseph Cassandra Pulskamp (0001964018) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1964018/000091228226000862,https://www.sec.gov/Archives/edgar/data/1964018/000091228226000862/0000912282-26-000862-index.htm,False,https://www.sec.gov/Archives/edgar/data/1964018/000091228226000862/form4.xml,e6eb696ec78573160b39d2d872ef5125362c9ab8b45e9ff552a1663b5fca0b58,parsed,0
4 - Jalonen Michael (0002108702) (Reporting),4,2026-06-25 22:38:45,0000912282-26-000861,0002108702,4 - Jalonen Michael (0002108702) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2108702/000091228226000861,https://www.sec.gov/Archives/edgar/data/2108702/000091228226000861/0000912282-26-000861-index.htm,False,https://www.sec.gov/Archives/edgar/data/2108702/000091228226000861/form4.xml,51f6f8db94135c09790a1d1d7dc1fd9d59a39ddd2dc342f126e0022f407984d5,parsed,0
4 - Ring Christine (0001817199) (Reporting),4,2026-06-25 22:38:05,0001817199-26-000022,0001817199,4 - Ring Christine (0001817199) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1817199/000181719926000022,https://www.sec.gov/Archives/edgar/data/1817199/000181719926000022/0001817199-26-000022-index.htm,False,https://www.sec.gov/Archives/edgar/data/1817199/000181719926000022/wk-form4_1782427081.xml,0d5a4a84865001842bc0ae64590fe53dc2e4cb6b781e89fc6cfa574e4a89611b,parsed,0
4 - i-80 Gold Corp. (0001853962) (Issuer),4,2026-06-25 22:37:09,0000912282-26-000860,0001853962,4 - i-80 Gold Corp. (0001853962) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000860,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000860/0000912282-26-000860-index.htm,False,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000860/form4.xml,b7e40df3a084c266709913829dcbc6bc9fa7dff2956cf93983a3e0c20dc512e3,parsed,0
4 - OH Sang Kyo (0001830002) (Reporting),4,2026-06-25 22:36:10,0001830002-26-000002,0001830002,4 - OH Sang Kyo (0001830002) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1830002/000183000226000002,https://www.sec.gov/Archives/edgar/data/1830002/000183000226000002/0001830002-26-000002-index.htm,False,https://www.sec.gov/Archives/edgar/data/1830002/000183000226000002/wk-form4_1782426967.xml,e265d8b42f957d521ec1799d928511a669c2c05e1f26fe83f585da343f0cc9fc,parsed,0
4 - i-80 Gold Corp. (0001853962) (Issuer),4,2026-06-25 22:35:34,0000912282-26-000859,0001853962,4 - i-80 Gold Corp. (0001853962) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000859,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000859/0000912282-26-000859-index.htm,False,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000859/form4.xml,a35509c4ad90912fb8189caa1d532ef20f003aeaa69e0054ea189cf6d4691f7f,parsed,0
4 - i-80 Gold Corp. (0001853962) (Issuer),4,2026-06-25 22:34:32,0000912282-26-000858,0001853962,4 - i-80 Gold Corp. (0001853962) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000858,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000858/0000912282-26-000858-index.htm,False,https://www.sec.gov/Archives/edgar/data/1853962/000091228226000858/form4.xml,104e6fd32fbff9b9e2e31a5756aa8f4f72af2b79c205e8de62c60b25252cab9c,parsed,0
4 - Butler Ronald Jr (0002010249) (Reporting),4,2026-06-25 22:33:31,0000912282-26-000857,0002010249,4 - Butler Ronald Jr (0002010249) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2010249/000091228226000857,https://www.sec.gov/Archives/edgar/data/2010249/000091228226000857/0000912282-26-000857-index.htm,False,https://www.sec.gov/Archives/edgar/data/2010249/000091228226000857/form4.xml,52138ca0ed764ff3fc3773690566836874d6dbce9648255add424ae058d20e99,parsed,0
4 - Sauer Richard H. (0001603391) (Reporting),4,2026-06-25 22:20:10,0001603391-26-000008,0001603391,4 - Sauer Richard H. (0001603391) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1603391/000160339126000008,https://www.sec.gov/Archives/edgar/data/1603391/000160339126000008/0001603391-26-000008-index.htm,False,https://www.sec.gov/Archives/edgar/data/1603391/000160339126000008/wk-form4_1782426007.xml,b56abafff76de8872e1ab3903307a77b24599d8f17a0938cc345aec1bfd1efc8,parsed,0
4 - Liberty Latin America Ltd. (0001712184) (Issuer),4,2026-06-25 22:18:09,0001091974-26-000012,0001712184,4 - Liberty Latin America Ltd. (0001712184) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1712184/000109197426000012,https://www.sec.gov/Archives/edgar/data/1712184/000109197426000012/0001091974-26-000012-index.htm,False,https://www.sec.gov/Archives/edgar/data/1712184/000109197426000012/wk-form4_1782425886.xml,f5473724cbed50a3147d2dd495de1ebbc9deeedc1b579963c11ec17b94970be9,parsed,2
4 - Jacobson Roberta S. (0001871307) (Reporting),4,2026-06-25 22:17:31,0001193125-26-283164,0001871307,4 - Jacobson Roberta S. (0001871307) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1871307/000119312526283164,https://www.sec.gov/Archives/edgar/data/1871307/000119312526283164/0001193125-26-283164-index.htm,False,https://www.sec.gov/Archives/edgar/data/1871307/000119312526283164/ownership.xml,4687960540d8f21822b377025467b60f6b9521448b28cd1cc8ac8cd11835aca7,parsed,0
4 - Sharma Ruby (0001880428) (Reporting),4,2026-06-25 22:16:38,0001193125-26-283162,0001880428,4 - Sharma Ruby (0001880428) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1880428/000119312526283162,https://www.sec.gov/Archives/edgar/data/1880428/000119312526283162/0001193125-26-283162-index.htm,False,https://www.sec.gov/Archives/edgar/data/1880428/000119312526283162/ownership.xml,d2957345b73a7b94b13fa68b5ae2138a922f6390a009d92ef0d29edd270f5295,parsed,0
4 - BRATTON WILLIAM J. (0001507464) (Reporting),4,2026-06-25 22:13:25,0001193125-26-283158,0001507464,4 - BRATTON WILLIAM J. (0001507464) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1507464/000119312526283158,https://www.sec.gov/Archives/edgar/data/1507464/000119312526283158/0001193125-26-283158-index.htm,False,https://www.sec.gov/Archives/edgar/data/1507464/000119312526283158/ownership.xml,2aa75411d98f409689b7c9ff078875295ee0741b7468655d72df3614e60e0f2b,parsed,0
4 - Aman Angela M (0001538554) (Reporting),4,2026-06-25 22:11:11,0001628280-26-045623,0001538554,4 - Aman Angela M (0001538554) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1538554/000162828026045623,https://www.sec.gov/Archives/edgar/data/1538554/000162828026045623/0001628280-26-045623-index.htm,False,https://www.sec.gov/Archives/edgar/data/1538554/000162828026045623/wk-form4_1782425469.xml,370afe5126aa0730ee3acdb9a04b3c1a4882b919c70be66d60a4fc9dfb41b2b3,parsed,0
4 - Paratte A. Robert (0001600298) (Reporting),4,2026-06-25 22:11:05,0001628280-26-045622,0001600298,4 - Paratte A. Robert (0001600298) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1600298/000162828026045622,https://www.sec.gov/Archives/edgar/data/1600298/000162828026045622/0001628280-26-045622-index.htm,False,https://www.sec.gov/Archives/edgar/data/1600298/000162828026045622/wk-form4_1782425462.xml,3feb8e22b4a9582c2dd3e6c1b9b309a159397ec1c2c41d7ac66a16adde7307f0,parsed,0
"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",4,2026-06-25 22:09:37,0001104659-26-077867,0001649904,"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077867,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077867/0001104659-26-077867-index.htm,False,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077867/tm2619022-5_4seq1.xml,0ea99180a8ec28b238a33710277a7ffc25e312fdfde8053420a3484ec0457a45,parsed,0
"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",4,2026-06-25 22:08:17,0001104659-26-077866,0001649904,"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077866,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077866/0001104659-26-077866-index.htm,False,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077866/tm2619022-4_4seq1.xml,328be9dfae987b4d4cb8613eb202939888e53da98553a55d48d477db372b31dd,parsed,0
"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",4,2026-06-25 22:06:48,0001104659-26-077864,0001649904,"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077864,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077864/0001104659-26-077864-index.htm,False,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077864/tm2619022-3_4seq1.xml,c673ad4a2f79b67c176597f298ed134d8d45350214c36a1668bc124366a78d33,parsed,0
4 - Grant Deborah A (0001867159) (Reporting),4,2026-06-25 22:05:44,0001193125-26-283147,0001867159,4 - Grant Deborah A (0001867159) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1867159/000119312526283147,https://www.sec.gov/Archives/edgar/data/1867159/000119312526283147/0001193125-26-283147-index.htm,False,https://www.sec.gov/Archives/edgar/data/1867159/000119312526283147/ownership.xml,83315fe1190a4e6b175230bdfabce2a0748015b0e0ba6f035ff90d27ebe66542,parsed,0
"4 - MapLight Therapeutics, Inc. (0001770069) (Issuer)",4,2026-06-25 22:04:25,0001696923-26-000005,0001770069,"4 - MapLight Therapeutics, Inc. (0001770069) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1770069/000169692326000005,https://www.sec.gov/Archives/edgar/data/1770069/000169692326000005/0001696923-26-000005-index.htm,False,https://www.sec.gov/Archives/edgar/data/1770069/000169692326000005/form4-06252026_100620.xml,80f00979672304d7659936a7a6a20775062cb123015628ea68cec09a4da4f894,parsed,0
4 - Villagomez Adolfo (0001998019) (Reporting),4,2026-06-25 22:03:30,0000885639-26-000130,0001998019,4 - Villagomez Adolfo (0001998019) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1998019/000088563926000130,https://www.sec.gov/Archives/edgar/data/1998019/000088563926000130/0000885639-26-000130-index.htm,False,https://www.sec.gov/Archives/edgar/data/1998019/000088563926000130/form4.xml,d48b5670f353ceaacd03f89ff75cda3412fbeeafdb02b3fda64a5e1697ab2ac1,parsed,0
"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",4,2026-06-25 22:03:05,0001104659-26-077863,0001649904,"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077863,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077863/0001104659-26-077863-index.htm,False,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077863/tm2619022-2_4seq1.xml,4f56c1fbcef45e4596619a5b7f4025788f229747588d7589eb6b9fcc343318ea,parsed,0
"4 - MapLight Therapeutics, Inc. (0001770069) (Issuer)",4,2026-06-25 22:01:35,0001435618-26-000011,0001770069,"4 - MapLight Therapeutics, Inc. (0001770069) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1770069/000143561826000011,https://www.sec.gov/Archives/edgar/data/1770069/000143561826000011/0001435618-26-000011-index.htm,False,https://www.sec.gov/Archives/edgar/data/1770069/000143561826000011/form4-06252026_100631.xml,aa4079e90f3d464f9585d93fc52d97f561ffccaf72bce91dcb9724ef20795400,parsed,0
"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",4,2026-06-25 22:01:31,0001104659-26-077862,0001649904,"4 - RHYTHM PHARMACEUTICALS, INC. (0001649904) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077862,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077862/0001104659-26-077862-index.htm,False,https://www.sec.gov/Archives/edgar/data/1649904/000110465926077862/tm2619022-1_4seq1.xml,917d0e512a6db059513af823ad52e6083f24fb9b165a22efe71fd0937f762c92,parsed,0
4 - SCHLIFSKE JOHN E. (0001527237) (Reporting),4,2026-06-25 22:00:12,0000885639-26-000128,0001527237,4 - SCHLIFSKE JOHN E. (0001527237) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1527237/000088563926000128,https://www.sec.gov/Archives/edgar/data/1527237/000088563926000128/0000885639-26-000128-index.htm,False,https://www.sec.gov/Archives/edgar/data/1527237/000088563926000128/form4.xml,c910764f985715b682a219f65348d15f33ce69896b74b62c8581b20e8be4e2b6,parsed,0
"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",4,2026-06-25 22:00:09,0001193125-26-283141,0001815442,"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283141,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283141/0001193125-26-283141-index.htm,False,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283141/ownership.xml,8ae5c9d6df1d70f96905c64230ea454ca1f99d6d827b9d1fc5f7640f925cc659,parsed,0
4 - Hrustanovic Gorjan (0001821194) (Reporting),4,2026-06-25 22:00:08,0001193125-26-283140,0001821194,4 - Hrustanovic Gorjan (0001821194) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1821194/000119312526283140,https://www.sec.gov/Archives/edgar/data/1821194/000119312526283140/0001193125-26-283140-index.htm,False,https://www.sec.gov/Archives/edgar/data/1821194/000119312526283140/ownership.xml,ac69156151175e8083694a602f77cccafb1d3336b0f049ee910949936a58ade9,parsed,0
4 - Goodman Noah (0002060075) (Reporting),4,2026-06-25 22:00:06,0001193125-26-283139,0002060075,4 - Goodman Noah (0002060075) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2060075/000119312526283139,https://www.sec.gov/Archives/edgar/data/2060075/000119312526283139/0001193125-26-283139-index.htm,False,https://www.sec.gov/Archives/edgar/data/2060075/000119312526283139/ownership.xml,5f8c65c6fcbdad95d5c47f716275aa6ecefe118c5cb27d023d5028b673348d1c,parsed,0
"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",4,2026-06-25 22:00:06,0001193125-26-283136,0001815442,"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283136,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283136/0001193125-26-283136-index.htm,False,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283136/ownership.xml,696a3b0e977a2beaee5c9069ff2efe223d14ffb926c9075ee0840df73d99da61,parsed,0
"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",4,2026-06-25 22:00:05,0001193125-26-283138,0001815442,"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283138,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283138/0001193125-26-283138-index.htm,False,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283138/ownership.xml,717d3bb0fd66125e3f10a3a2a6405ce1fa70f65e3342e8235ca8407b0ef77b21,parsed,0
"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",4,2026-06-25 22:00:04,0001193125-26-283135,0001815442,"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283135,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283135/0001193125-26-283135-index.htm,False,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283135/ownership.xml,8022f94e6d4eb107986b48649395a6c2bafc53c393887e86591ebce7830e0dfa,parsed,0
"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",4,2026-06-25 22:00:03,0001193125-26-283137,0001815442,"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283137,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283137/0001193125-26-283137-index.htm,False,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283137/ownership.xml,4e668135b3015d0941928be03a6fbbd8c5a9ed75588ae8ea603b19a5d26b35fa,parsed,0
"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",4,2026-06-25 22:00:03,0001193125-26-283134,0001815442,"4 - Kymera Therapeutics, Inc. (0001815442) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283134,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283134/0001193125-26-283134-index.htm,False,https://www.sec.gov/Archives/edgar/data/1815442/000119312526283134/ownership.xml,8a4327f5092d26d7f32fc099a0c4fdd48a72d1c010a9d80f537621e79a358c7b,parsed,0
4 - Garnett Timothy John (0001998937) (Reporting),4,2026-06-25 21:59:10,0001998937-26-000004,0001998937,4 - Garnett Timothy John (0001998937) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1998937/000199893726000004,https://www.sec.gov/Archives/edgar/data/1998937/000199893726000004/0001998937-26-000004-index.htm,False,https://www.sec.gov/Archives/edgar/data/1998937/000199893726000004/form4-06252026_090607.xml,e603696e6e887d4bcf934dc2f6accfcc5622ef10d5c9fc4725dac75c1abea9fd,parsed,0
4 - Clapprood Tom (0001982122) (Reporting),4,2026-06-25 21:58:56,0001193125-26-283131,0001982122,4 - Clapprood Tom (0001982122) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1982122/000119312526283131,https://www.sec.gov/Archives/edgar/data/1982122/000119312526283131/0001193125-26-283131-index.htm,False,https://www.sec.gov/Archives/edgar/data/1982122/000119312526283131/ownership.xml,7312b3231a20bec88fa39cb3eb31649148f2d82c4fecaf031e0a82b22b9e8a8f,parsed,0
4 - Luneborg Nanna Liebach (0002089511) (Reporting),4,2026-06-25 21:57:09,0002089511-26-000002,0002089511,4 - Luneborg Nanna Liebach (0002089511) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2089511/000208951126000002,https://www.sec.gov/Archives/edgar/data/2089511/000208951126000002/0002089511-26-000002-index.htm,False,https://www.sec.gov/Archives/edgar/data/2089511/000208951126000002/form4-06252026_090604.xml,fc045e0caccd11be36c0b97083d80ed44e83fd34c7de62a959e244801e2b83e9,parsed,0
4 - PRISING JONAS (0001348792) (Reporting),4,2026-06-25 21:56:58,0000885639-26-000126,0001348792,4 - PRISING JONAS (0001348792) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1348792/000088563926000126,https://www.sec.gov/Archives/edgar/data/1348792/000088563926000126/0000885639-26-000126-index.htm,False,https://www.sec.gov/Archives/edgar/data/1348792/000088563926000126/form4.xml,146ee841d601cb36da5e125aa93da13e38e27dd2d7031bb280203fd5307a222c,parsed,0
4 - Weber Daniel J (0001483145) (Reporting),4,2026-06-25 21:56:18,0001193125-26-283129,0001483145,4 - Weber Daniel J (0001483145) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1483145/000119312526283129,https://www.sec.gov/Archives/edgar/data/1483145/000119312526283129/0001193125-26-283129-index.htm,False,https://www.sec.gov/Archives/edgar/data/1483145/000119312526283129/ownership.xml,7001c2a3528984318f8b71e8dd563c77ce2a21f26e9e63c1dfbfec6dc857c902,parsed,0
4 - Vidal Daniel (0001891862) (Reporting),4,2026-06-25 21:55:23,0001891862-26-000015,0001891862,4 - Vidal Daniel (0001891862) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1891862/000189186226000015,https://www.sec.gov/Archives/edgar/data/1891862/000189186226000015/0001891862-26-000015-index.htm,False,https://www.sec.gov/Archives/edgar/data/1891862/000189186226000015/wk-form4_1782424521.xml,3d0b105dfb9e69677e0049c8cef79875a41fdb701afb7132568b5047afb666ff,parsed,0
4 - Schaffer Ryan (0001891061) (Reporting),4,2026-06-25 21:55:18,0001891061-26-000016,0001891061,4 - Schaffer Ryan (0001891061) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1891061/000189106126000016,https://www.sec.gov/Archives/edgar/data/1891061/000189106126000016/0001891061-26-000016-index.htm,False,https://www.sec.gov/Archives/edgar/data/1891061/000189106126000016/wk-form4_1782424516.xml,69171be07bc5773c7b9d9dd63507f47394536427e5744e7eccd31c5b55a64837,parsed,0
4 - Mills Jason Fahr (0001891197) (Reporting),4,2026-06-25 21:55:14,0001891197-26-000013,0001891197,4 - Mills Jason Fahr (0001891197) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1891197/000189119726000013,https://www.sec.gov/Archives/edgar/data/1891197/000189119726000013/0001891197-26-000013-index.htm,False,https://www.sec.gov/Archives/edgar/data/1891197/000189119726000013/wk-form4_1782424511.xml,c758ceb4fe5c6685bc47fe6581386376b921215f787fc152c1e69bcf2dac16b5,parsed,0
4 - Barrett David Michael (0001892682) (Reporting),4,2026-06-25 21:55:08,0001892682-26-000026,0001892682,4 - Barrett David Michael (0001892682) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1892682/000189268226000026,https://www.sec.gov/Archives/edgar/data/1892682/000189268226000026/0001892682-26-000026-index.htm,False,https://www.sec.gov/Archives/edgar/data/1892682/000189268226000026/wk-form4_1782424505.xml,6a482a19927aa43b0f144de3d687d34826c81206b25b2c277ae5b785db1b0f96,parsed,0
"4 - MapLight Therapeutics, Inc. (0001770069) (Issuer)",4,2026-06-25 21:54:43,0001470798-26-000004,0001770069,"4 - MapLight Therapeutics, Inc. (0001770069) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1770069/000147079826000004,https://www.sec.gov/Archives/edgar/data/1770069/000147079826000004/0001470798-26-000004-index.htm,False,https://www.sec.gov/Archives/edgar/data/1770069/000147079826000004/form4-06252026_090639.xml,c539984b23650d8d4135807ce6a1ded9ad7f11c9b44dc51ef74f26b297216d3c,parsed,0
4 - BOEHLE DANIEL L. (0001730069) (Reporting),4,2026-06-25 21:54:21,0001193125-26-283127,0001730069,4 - BOEHLE DANIEL L. (0001730069) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1730069/000119312526283127,https://www.sec.gov/Archives/edgar/data/1730069/000119312526283127/0001193125-26-283127-index.htm,False,https://www.sec.gov/Archives/edgar/data/1730069/000119312526283127/ownership.xml,9ec507e67b17a7c809c2d0ba2e78a0d3cc5675000e13b3f868fc1bc47b1db230,parsed,0
4 - Mitchell Robbin (0001844599) (Reporting),4,2026-06-25 21:53:40,0000885639-26-000124,0001844599,4 - Mitchell Robbin (0001844599) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1844599/000088563926000124,https://www.sec.gov/Archives/edgar/data/1844599/000088563926000124/0000885639-26-000124-index.htm,False,https://www.sec.gov/Archives/edgar/data/1844599/000088563926000124/form4.xml,b88efd339358e9b706ee007fe394ab83a5d256eeffe282c37f45f7bff9580543,parsed,0
4 - Walker Maria C (0001826519) (Reporting),4,2026-06-25 21:52:07,0001826519-26-000002,0001826519,4 - Walker Maria C (0001826519) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1826519/000182651926000002,https://www.sec.gov/Archives/edgar/data/1826519/000182651926000002/0001826519-26-000002-index.htm,False,https://www.sec.gov/Archives/edgar/data/1826519/000182651926000002/form4-06252026_090603.xml,5e89fec225c093770e44fe9987eced0b58b4ec9e1095981d95371cb59be025e7,parsed,0
4 - Farrell Robert P. (0001982644) (Reporting),4,2026-06-25 21:51:56,0001193125-26-283125,0001982644,4 - Farrell Robert P. (0001982644) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1982644/000119312526283125,https://www.sec.gov/Archives/edgar/data/1982644/000119312526283125/0001193125-26-283125-index.htm,False,https://www.sec.gov/Archives/edgar/data/1982644/000119312526283125/ownership.xml,c49e9b30392e2717e3df662800700b2165681cba8f3db2ae16dd4cfd61a046f6,parsed,0
4 - Floyd H. Charles (0001472183) (Reporting),4,2026-06-25 21:50:44,0000885639-26-000122,0001472183,4 - Floyd H. Charles (0001472183) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1472183/000088563926000122,https://www.sec.gov/Archives/edgar/data/1472183/000088563926000122/0000885639-26-000122-index.htm,False,https://www.sec.gov/Archives/edgar/data/1472183/000088563926000122/form4.xml,d75c34afb7b0211097f0d53788cf4f8fcd3922c376cbe7e7e97e5a28721cfaac,parsed,0
4 - Knecht Dale Martin (0001982399) (Reporting),4,2026-06-25 21:48:26,0001193125-26-283121,0001982399,4 - Knecht Dale Martin (0001982399) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1982399/000119312526283121,https://www.sec.gov/Archives/edgar/data/1982399/000119312526283121/0001193125-26-283121-index.htm,False,https://www.sec.gov/Archives/edgar/data/1982399/000119312526283121/ownership.xml,db7224c11c5b53cc92d3cd79ef277c3cbb70768ea53dbc228d0491af37e826c8,parsed,0
4 - COSSET YAEL (0001694418) (Reporting),4,2026-06-25 21:47:38,0000885639-26-000120,0001694418,4 - COSSET YAEL (0001694418) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1694418/000088563926000120,https://www.sec.gov/Archives/edgar/data/1694418/000088563926000120/0000885639-26-000120-index.htm,False,https://www.sec.gov/Archives/edgar/data/1694418/000088563926000120/form4.xml,6c2d1a55c0e2181c137e919d7689d08aa978aafcda8529d4af22f0364496f42a,parsed,0
4 - Arlin Wendy C. (0001876592) (Reporting),4,2026-06-25 21:43:38,0000885639-26-000118,0001876592,4 - Arlin Wendy C. (0001876592) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1876592/000088563926000118,https://www.sec.gov/Archives/edgar/data/1876592/000088563926000118/0000885639-26-000118-index.htm,False,https://www.sec.gov/Archives/edgar/data/1876592/000088563926000118/form4.xml,fcd55f4a130e291c611c0c5de2b9b08c5e09cd952ee7df65d6a4c0678b48ae8f,parsed,0
4 - Walsh James P (0001416579) (Reporting),4,2026-06-25 21:43:32,0001193125-26-283112,0001416579,4 - Walsh James P (0001416579) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1416579/000119312526283112,https://www.sec.gov/Archives/edgar/data/1416579/000119312526283112/0001193125-26-283112-index.htm,False,https://www.sec.gov/Archives/edgar/data/1416579/000119312526283112/ownership.xml,4b691ccd453d368f0949a02f37132755f1f268b007ce0fdb79b3834b1277be14,parsed,0
