title,form_type,accepted_at,accession,cik,company_name,ticker,primary_document,archive_base_url,source_url,amendment_flag
4 - Meese Robert (0001869668) (Reporting),4,2026-08-19 21:16:10,0001628280-26-058020,0001869668,4 - Meese Robert (0001869668) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1869668/000162828026058020,https://www.sec.gov/Archives/edgar/data/1869668/000162828026058020/0001628280-26-058020-index.htm,False
4 - Chen Stephen C. (0001869758) (Reporting),4,2026-08-19 21:16:02,0001628280-26-058019,0001869758,4 - Chen Stephen C. (0001869758) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1869758/000162828026058019,https://www.sec.gov/Archives/edgar/data/1869758/000162828026058019/0001628280-26-058019-index.htm,False
4 - Milburn Glyn C. (0001817654) (Reporting),4,2026-08-19 21:14:05,0001213900-26-091773,0001817654,4 - Milburn Glyn C. (0001817654) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1817654/000121390026091773,https://www.sec.gov/Archives/edgar/data/1817654/000121390026091773/0001213900-26-091773-index.htm,False
"4 - Remitly Global, Inc. (0001782170) (Issuer)",4,2026-08-19 21:14:04,0001238040-26-000009,0001782170,"4 - Remitly Global, Inc. (0001782170) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1782170/000123804026000009,https://www.sec.gov/Archives/edgar/data/1782170/000123804026000009/0001238040-26-000009-index.htm,False
4 - WAA Management LLC (0002129701) (Reporting),4,2026-08-19 21:13:38,0001140361-26-033760,0002129701,4 - WAA Management LLC (0002129701) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2129701/000114036126033760,https://www.sec.gov/Archives/edgar/data/2129701/000114036126033760/0001140361-26-033760-index.htm,False
4 - Speers Brody (0001972297) (Reporting),4,2026-08-19 21:12:01,0000911971-26-000052,0001972297,4 - Speers Brody (0001972297) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1972297/000091197126000052,https://www.sec.gov/Archives/edgar/data/1972297/000091197126000052/0000911971-26-000052-index.htm,False
4 - Trivedi Surekha (0001991958) (Reporting),4,2026-08-19 21:11:04,0001991958-26-000006,0001991958,4 - Trivedi Surekha (0001991958) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1991958/000199195826000006,https://www.sec.gov/Archives/edgar/data/1991958/000199195826000006/0001991958-26-000006-index.htm,False
4 - Nimbley Thomas J. (0001563246) (Reporting),4,2026-08-19 21:10:41,0001193125-26-357134,0001563246,4 - Nimbley Thomas J. (0001563246) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1563246/000119312526357134,https://www.sec.gov/Archives/edgar/data/1563246/000119312526357134/0001193125-26-357134-index.htm,False
4 - Jesuele Barbara Angelica Faylona (0001968467) (Reporting),4,2026-08-19 21:10:18,0001193125-26-357133,0001968467,4 - Jesuele Barbara Angelica Faylona (0001968467) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1968467/000119312526357133,https://www.sec.gov/Archives/edgar/data/1968467/000119312526357133/0001193125-26-357133-index.htm,False
"4 - Four Corners Property Trust, Inc. (0001650132) (Issuer)",4,2026-08-19 21:10:17,0001193125-26-357132,0001650132,"4 - Four Corners Property Trust, Inc. (0001650132) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1650132/000119312526357132,https://www.sec.gov/Archives/edgar/data/1650132/000119312526357132/0001193125-26-357132-index.htm,False
"4 - Four Corners Property Trust, Inc. (0001650132) (Issuer)",4,2026-08-19 21:10:15,0001193125-26-357131,0001650132,"4 - Four Corners Property Trust, Inc. (0001650132) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1650132/000119312526357131,https://www.sec.gov/Archives/edgar/data/1650132/000119312526357131/0001193125-26-357131-index.htm,False
4 - Friedland Michael Lawrence (0002129037) (Reporting),4,2026-08-19 21:10:14,0001193125-26-357130,0002129037,4 - Friedland Michael Lawrence (0002129037) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2129037/000119312526357130,https://www.sec.gov/Archives/edgar/data/2129037/000119312526357130/0001193125-26-357130-index.htm,False
4 - Steele Toni S (0001831520) (Reporting),4,2026-08-19 21:10:12,0001193125-26-357129,0001831520,4 - Steele Toni S (0001831520) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1831520/000119312526357129,https://www.sec.gov/Archives/edgar/data/1831520/000119312526357129/0001193125-26-357129-index.htm,False
4 - Jemley Charles (0001716761) (Reporting),4,2026-08-19 21:10:11,0001193125-26-357128,0001716761,4 - Jemley Charles (0001716761) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1716761/000119312526357128,https://www.sec.gov/Archives/edgar/data/1716761/000119312526357128/0001193125-26-357128-index.htm,False
"4 - Four Corners Property Trust, Inc. (0001650132) (Issuer)",4,2026-08-19 21:10:09,0001193125-26-357127,0001650132,"4 - Four Corners Property Trust, Inc. (0001650132) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1650132/000119312526357127,https://www.sec.gov/Archives/edgar/data/1650132/000119312526357127/0001193125-26-357127-index.htm,False
4 - Tennican Elizabeth (0001830747) (Reporting),4,2026-08-19 21:10:08,0001193125-26-357126,0001830747,4 - Tennican Elizabeth (0001830747) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1830747/000119312526357126,https://www.sec.gov/Archives/edgar/data/1830747/000119312526357126/0001193125-26-357126-index.htm,False
4 - Stewart Niccole (0001729477) (Reporting),4,2026-08-19 21:10:06,0001193125-26-357125,0001729477,4 - Stewart Niccole (0001729477) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1729477/000119312526357125,https://www.sec.gov/Archives/edgar/data/1729477/000119312526357125/0001193125-26-357125-index.htm,False
4 - Brat James L (0001657446) (Reporting),4,2026-08-19 21:10:05,0001193125-26-357124,0001657446,4 - Brat James L (0001657446) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1657446/000119312526357124,https://www.sec.gov/Archives/edgar/data/1657446/000119312526357124/0001193125-26-357124-index.htm,False
4 - Wernig Patrick L. (0002022038) (Reporting),4,2026-08-19 21:10:03,0001193125-26-357123,0002022038,4 - Wernig Patrick L. (0002022038) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2022038/000119312526357123,https://www.sec.gov/Archives/edgar/data/2022038/000119312526357123/0001193125-26-357123-index.htm,False
4 - Nonko Eugene (0001830016) (Reporting),4,2026-08-19 21:09:34,0001818383-26-000218,0001830016,4 - Nonko Eugene (0001830016) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1830016/000181838326000218,https://www.sec.gov/Archives/edgar/data/1830016/000181838326000218/0001818383-26-000218-index.htm,False
4 - SMITH CLARENCE H (0001209399) (Reporting),4,2026-08-19 21:09:18,0000216085-26-000057,0001209399,4 - SMITH CLARENCE H (0001209399) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1209399/000021608526000057,https://www.sec.gov/Archives/edgar/data/1209399/000021608526000057/0000216085-26-000057-index.htm,False
4 - GLOBUS MEDICAL INC (0001237831) (Issuer),4,2026-08-19 21:07:55,0001193125-26-357121,0001237831,4 - GLOBUS MEDICAL INC (0001237831) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1237831/000119312526357121,https://www.sec.gov/Archives/edgar/data/1237831/000119312526357121/0001193125-26-357121-index.htm,False
4 - Vandam Eric (0001905355) (Reporting),4,2026-08-19 21:07:40,0001213900-26-091759,0001905355,4 - Vandam Eric (0001905355) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1905355/000121390026091759,https://www.sec.gov/Archives/edgar/data/1905355/000121390026091759/0001213900-26-091759-index.htm,False
4/A - Reddien Tyler Charles (0002116202) (Reporting),4/A,2026-08-19 21:07:12,0000950142-26-002389,0002116202,4/A - Reddien Tyler Charles (0002116202) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2116202/000095014226002389,https://www.sec.gov/Archives/edgar/data/2116202/000095014226002389/0000950142-26-002389-index.htm,True
4 - Wood William David III (0001820468) (Reporting),4,2026-08-19 21:06:37,0001193125-26-357117,0001820468,4 - Wood William David III (0001820468) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1820468/000119312526357117,https://www.sec.gov/Archives/edgar/data/1820468/000119312526357117/0001193125-26-357117-index.htm,False
4 - Miller William John (0001497582) (Reporting),4,2026-08-19 21:06:32,0001497582-26-000021,0001497582,4 - Miller William John (0001497582) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1497582/000149758226000021,https://www.sec.gov/Archives/edgar/data/1497582/000149758226000021/0001497582-26-000021-index.htm,False
"4 - National Healthcare Properties, Inc. (0001561032) (Issuer)",4,2026-08-19 21:06:16,0001421310-26-000006,0001561032,"4 - National Healthcare Properties, Inc. (0001561032) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1561032/000142131026000006,https://www.sec.gov/Archives/edgar/data/1561032/000142131026000006/0001421310-26-000006-index.htm,False
4/A - Capri Holdings Ltd (0001530721) (Issuer),4/A,2026-08-19 21:05:36,0000950142-26-002388,0001530721,4/A - Capri Holdings Ltd (0001530721) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1530721/000095014226002388,https://www.sec.gov/Archives/edgar/data/1530721/000095014226002388/0000950142-26-002388-index.htm,True
4 - Fields Kimberly A (0001773072) (Reporting),4,2026-08-19 21:05:31,0001193125-26-357113,0001773072,4 - Fields Kimberly A (0001773072) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1773072/000119312526357113,https://www.sec.gov/Archives/edgar/data/1773072/000119312526357113/0001193125-26-357113-index.htm,False
4 - Khurana Akash (0001832407) (Reporting),4,2026-08-19 21:05:25,0001193125-26-357111,0001832407,4 - Khurana Akash (0001832407) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1832407/000119312526357111,https://www.sec.gov/Archives/edgar/data/1832407/000119312526357111/0001193125-26-357111-index.htm,False
4 - Ellis Stewart (0001875258) (Reporting),4,2026-08-19 21:05:24,0001875258-26-000011,0001875258,4 - Ellis Stewart (0001875258) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1875258/000187525826000011,https://www.sec.gov/Archives/edgar/data/1875258/000187525826000011/0001875258-26-000011-index.htm,False
4/A - Hendricks Jenna (0001861036) (Reporting),4/A,2026-08-19 21:04:22,0000950142-26-002387,0001861036,4/A - Hendricks Jenna (0001861036) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1861036/000095014226002387,https://www.sec.gov/Archives/edgar/data/1861036/000095014226002387/0000950142-26-002387-index.htm,True
4 - Llorca Jesus (0001705427) (Reporting),4,2026-08-19 21:04:03,0001193125-26-357106,0001705427,4 - Llorca Jesus (0001705427) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1705427/000119312526357106,https://www.sec.gov/Archives/edgar/data/1705427/000119312526357106/0001193125-26-357106-index.htm,False
4 - Badger Kyle C (0001407935) (Reporting),4,2026-08-19 21:03:44,0001193125-26-357104,0001407935,4 - Badger Kyle C (0001407935) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1407935/000119312526357104,https://www.sec.gov/Archives/edgar/data/1407935/000119312526357104/0001193125-26-357104-index.htm,False
4 - Stephen Jason Christopher (0002070989) (Reporting),4,2026-08-19 21:03:18,0001628280-26-058011,0002070989,4 - Stephen Jason Christopher (0002070989) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2070989/000162828026058011,https://www.sec.gov/Archives/edgar/data/2070989/000162828026058011/0001628280-26-058011-index.htm,False
4 - Tratt Brian Robert (0002108258) (Reporting),4,2026-08-19 21:03:07,0001628280-26-058010,0002108258,4 - Tratt Brian Robert (0002108258) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2108258/000162828026058010,https://www.sec.gov/Archives/edgar/data/2108258/000162828026058010/0001628280-26-058010-index.htm,False
4 - Lafrades Charles (0001861604) (Reporting),4,2026-08-19 21:02:58,0001628280-26-058009,0001861604,4 - Lafrades Charles (0001861604) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1861604/000162828026058009,https://www.sec.gov/Archives/edgar/data/1861604/000162828026058009/0001628280-26-058009-index.htm,False
4 - Stuart Alexander D. (0001639921) (Reporting),4,2026-08-19 21:02:20,0001639921-26-000011,0001639921,4 - Stuart Alexander D. (0001639921) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1639921/000163992126000011,https://www.sec.gov/Archives/edgar/data/1639921/000163992126000011/0001639921-26-000011-index.htm,False
4 - Binns Justin T (0001832316) (Reporting),4,2026-08-19 21:01:55,0001832316-26-000007,0001832316,4 - Binns Justin T (0001832316) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1832316/000183231626000007,https://www.sec.gov/Archives/edgar/data/1832316/000183231626000007/0001832316-26-000007-index.htm,False
4 - Garateix Ernie J (0001607776) (Reporting),4,2026-08-19 21:01:09,0001607776-26-000014,0001607776,4 - Garateix Ernie J (0001607776) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1607776/000160777626000014,https://www.sec.gov/Archives/edgar/data/1607776/000160777626000014/0001607776-26-000014-index.htm,False
4 - Lusk Kirk (0001730226) (Reporting),4,2026-08-19 21:01:01,0001730226-26-000006,0001730226,4 - Lusk Kirk (0001730226) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1730226/000173022626000006,https://www.sec.gov/Archives/edgar/data/1730226/000173022626000006/0001730226-26-000006-index.htm,False
4 - de Souza Monteiro Ivan (0002119342) (Reporting),4,2026-08-19 21:00:53,0001213900-26-091748,0002119342,4 - de Souza Monteiro Ivan (0002119342) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2119342/000121390026091748,https://www.sec.gov/Archives/edgar/data/2119342/000121390026091748/0001213900-26-091748-index.htm,False
4 - Tamayo Louis Edward (0002083206) (Reporting),4,2026-08-19 21:00:13,0002083206-26-000007,0002083206,4 - Tamayo Louis Edward (0002083206) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2083206/000208320626000007,https://www.sec.gov/Archives/edgar/data/2083206/000208320626000007/0002083206-26-000007-index.htm,False
4 - Townsend Richard Nolan (0001995218) (Reporting),4,2026-08-19 21:00:11,0001995218-26-000015,0001995218,4 - Townsend Richard Nolan (0001995218) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1995218/000199521826000015,https://www.sec.gov/Archives/edgar/data/1995218/000199521826000015/0001995218-26-000015-index.htm,False
4 - Otero Jose Manuel (0002024096) (Reporting),4,2026-08-19 21:00:08,0002024096-26-000013,0002024096,4 - Otero Jose Manuel (0002024096) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2024096/000202409626000013,https://www.sec.gov/Archives/edgar/data/2024096/000202409626000013/0002024096-26-000013-index.htm,False
4 - Marks Angelique Strong (0001923645) (Reporting),4,2026-08-19 21:00:05,0001193125-26-357091,0001923645,4 - Marks Angelique Strong (0001923645) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1923645/000119312526357091,https://www.sec.gov/Archives/edgar/data/1923645/000119312526357091/0001193125-26-357091-index.htm,False
4 - RIVERA NAYDA (0001224437) (Reporting),4,2026-08-19 21:00:04,0001193125-26-357088,0001224437,4 - RIVERA NAYDA (0001224437) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1224437/000119312526357088,https://www.sec.gov/Archives/edgar/data/1224437/000119312526357088/0001193125-26-357088-index.htm,False
4 - Farag Kameel D. (0002093620) (Reporting),4,2026-08-19 21:00:01,0001493152-26-039246,0002093620,4 - Farag Kameel D. (0002093620) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2093620/000149315226039246,https://www.sec.gov/Archives/edgar/data/2093620/000149315226039246/0001493152-26-039246-index.htm,False
4 - Fatovic Robert D (0001292248) (Reporting),4,2026-08-19 20:59:31,0001292248-26-000012,0001292248,4 - Fatovic Robert D (0001292248) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1292248/000129224826000012,https://www.sec.gov/Archives/edgar/data/1292248/000129224826000012/0001292248-26-000012-index.htm,False
