title,form_type,accepted_at,accession,cik,company_name,ticker,primary_document,archive_base_url,source_url,amendment_flag
4 - David Hall Trust 2003 (0001930044) (Reporting),4,2026-08-19 22:06:53,0001930044-26-000004,0001930044,4 - David Hall Trust 2003 (0001930044) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1930044/000193004426000004,https://www.sec.gov/Archives/edgar/data/1930044/000193004426000004/0001930044-26-000004-index.htm,False
4 - SANFILIPPO JASPER BRIAN JR (0001171335) (Reporting),4,2026-08-19 22:06:04,0001193125-26-357239,0001171335,4 - SANFILIPPO JASPER BRIAN JR (0001171335) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1171335/000119312526357239,https://www.sec.gov/Archives/edgar/data/1171335/000119312526357239/0001193125-26-357239-index.htm,False
4 - Palmer Jennifer (0002029196) (Reporting),4,2026-08-19 22:05:47,0002029196-26-000011,0002029196,4 - Palmer Jennifer (0002029196) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2029196/000202919626000011,https://www.sec.gov/Archives/edgar/data/2029196/000202919626000011/0002029196-26-000011-index.htm,False
4 - Eberwein Jeffrey E. (0001548312) (Reporting),4,2026-08-19 22:05:24,0001548312-26-000043,0001548312,4 - Eberwein Jeffrey E. (0001548312) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1548312/000154831226000043,https://www.sec.gov/Archives/edgar/data/1548312/000154831226000043/0001548312-26-000043-index.htm,False
4 - Pellegrino Frank S (0001411679) (Reporting),4,2026-08-19 22:05:13,0001193125-26-357238,0001411679,4 - Pellegrino Frank S (0001411679) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1411679/000119312526357238,https://www.sec.gov/Archives/edgar/data/1411679/000119312526357238/0001193125-26-357238-index.htm,False
4 - Pronitcheva Julia A (0001953589) (Reporting),4,2026-08-19 22:04:45,0001193125-26-357237,0001953589,4 - Pronitcheva Julia A (0001953589) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1953589/000119312526357237,https://www.sec.gov/Archives/edgar/data/1953589/000119312526357237/0001193125-26-357237-index.htm,False
4 - Bodensteiner Lisa (0001213272) (Reporting),4,2026-08-19 22:04:04,0001213272-26-000021,0001213272,4 - Bodensteiner Lisa (0001213272) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1213272/000121327226000021,https://www.sec.gov/Archives/edgar/data/1213272/000121327226000021/0001213272-26-000021-index.htm,False
4 - MALAVE JESUS JR (0001781886) (Reporting),4,2026-08-19 22:03:21,0001225208-26-007209,0001781886,4 - MALAVE JESUS JR (0001781886) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1781886/000122520826007209,https://www.sec.gov/Archives/edgar/data/1781886/000122520826007209/0001225208-26-007209-index.htm,False
"4 - Dianthus Therapeutics, Inc. /DE/ (0001690585) (Issuer)",4,2026-08-19 22:02:39,0001688199-26-000006,0001690585,"4 - Dianthus Therapeutics, Inc. /DE/ (0001690585) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1690585/000168819926000006,https://www.sec.gov/Archives/edgar/data/1690585/000168819926000006/0001688199-26-000006-index.htm,False
4 - SANFILIPPO JEFFREY T (0001171340) (Reporting),4,2026-08-19 22:02:35,0001193125-26-357234,0001171340,4 - SANFILIPPO JEFFREY T (0001171340) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1171340/000119312526357234,https://www.sec.gov/Archives/edgar/data/1171340/000119312526357234/0001193125-26-357234-index.htm,False
4 - Feyerherm Richelle R. (0002083713) (Reporting),4,2026-08-19 22:02:19,0001225208-26-007207,0002083713,4 - Feyerherm Richelle R. (0002083713) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2083713/000122520826007207,https://www.sec.gov/Archives/edgar/data/2083713/000122520826007207/0001225208-26-007207-index.htm,False
4 - Buckley Merilee (0001813761) (Reporting),4,2026-08-19 22:02:16,0001813761-26-000009,0001813761,4 - Buckley Merilee (0001813761) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1813761/000181376126000009,https://www.sec.gov/Archives/edgar/data/1813761/000181376126000009/0001813761-26-000009-index.htm,False
4 - Finn Michael J (0001890137) (Reporting),4,2026-08-19 22:02:02,0001193125-26-357233,0001890137,4 - Finn Michael J (0001890137) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1890137/000119312526357233,https://www.sec.gov/Archives/edgar/data/1890137/000119312526357233/0001193125-26-357233-index.htm,False
4 - Song Esther (0002014632) (Reporting),4,2026-08-19 22:01:41,0002014632-26-000016,0002014632,4 - Song Esther (0002014632) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2014632/000201463226000016,https://www.sec.gov/Archives/edgar/data/2014632/000201463226000016/0002014632-26-000016-index.htm,False
4 - Blow Marla J (0001731746) (Reporting),4,2026-08-19 22:00:45,0001731746-26-000005,0001731746,4 - Blow Marla J (0001731746) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1731746/000173174626000005,https://www.sec.gov/Archives/edgar/data/1731746/000173174626000005/0001731746-26-000005-index.htm,False
4 - Advanced Flower Capital Inc. (0001822523) (Issuer),4,2026-08-19 22:00:13,0001628280-26-058037,0001822523,4 - Advanced Flower Capital Inc. (0001822523) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1822523/000162828026058037,https://www.sec.gov/Archives/edgar/data/1822523/000162828026058037/0001628280-26-058037-index.htm,False
"4 - Venture Global, Inc. (0002007855) (Issuer)",4,2026-08-19 21:59:13,0001448765-26-000013,0002007855,"4 - Venture Global, Inc. (0002007855) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/2007855/000144876526000013,https://www.sec.gov/Archives/edgar/data/2007855/000144876526000013/0001448765-26-000013-index.htm,False
4 - Readnour Robin Shane (0001914883) (Reporting),4,2026-08-19 21:58:27,0001193125-26-357225,0001914883,4 - Readnour Robin Shane (0001914883) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1914883/000119312526357225,https://www.sec.gov/Archives/edgar/data/1914883/000119312526357225/0001193125-26-357225-index.htm,False
4/A - Song Esther (0002014632) (Reporting),4/A,2026-08-19 21:56:24,0002014632-26-000014,0002014632,4/A - Song Esther (0002014632) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2014632/000201463226000014,https://www.sec.gov/Archives/edgar/data/2014632/000201463226000014/0002014632-26-000014-index.htm,True
4 - Haveli Investment Management LLC (0002022286) (Reporting),4,2026-08-19 21:55:24,0001193125-26-357222,0002022286,4 - Haveli Investment Management LLC (0002022286) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2022286/000119312526357222,https://www.sec.gov/Archives/edgar/data/2022286/000119312526357222/0001193125-26-357222-index.htm,False
4 - LEBLANC LEONARD J (0001244065) (Reporting),4,2026-08-19 21:55:13,0001437749-26-028577,0001244065,4 - LEBLANC LEONARD J (0001244065) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1244065/000143774926028577,https://www.sec.gov/Archives/edgar/data/1244065/000143774926028577/0001437749-26-028577-index.htm,False
4/A - Ganesan Satish (0002014633) (Reporting),4/A,2026-08-19 21:55:03,0002014633-26-000016,0002014633,4/A - Ganesan Satish (0002014633) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2014633/000201463326000016,https://www.sec.gov/Archives/edgar/data/2014633/000201463326000016/0002014633-26-000016-index.htm,True
4 - Alkarmi Ashraf (0002060166) (Reporting),4,2026-08-19 21:54:54,0002060166-26-000015,0002060166,4 - Alkarmi Ashraf (0002060166) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2060166/000206016626000015,https://www.sec.gov/Archives/edgar/data/2060166/000206016626000015/0002060166-26-000015-index.htm,False
4/A - Gupta Vikram (0001984784) (Reporting),4/A,2026-08-19 21:53:34,0001984784-26-000024,0001984784,4/A - Gupta Vikram (0001984784) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1984784/000198478426000024,https://www.sec.gov/Archives/edgar/data/1984784/000198478426000024/0001984784-26-000024-index.htm,True
4 - Tennenbaum Ross (0001807571) (Reporting),4,2026-08-19 21:53:32,0001807571-26-000007,0001807571,4 - Tennenbaum Ross (0001807571) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1807571/000180757126000007,https://www.sec.gov/Archives/edgar/data/1807571/000180757126000007/0001807571-26-000007-index.htm,False
4/A - Bodensteiner Lisa (0001213272) (Reporting),4/A,2026-08-19 21:52:01,0001213272-26-000019,0001213272,4/A - Bodensteiner Lisa (0001213272) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1213272/000121327226000019,https://www.sec.gov/Archives/edgar/data/1213272/000121327226000019/0001213272-26-000019-index.htm,True
4 - Webster Eric T (0002104172) (Reporting),4,2026-08-19 21:50:59,0002104172-26-000010,0002104172,4 - Webster Eric T (0002104172) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2104172/000210417226000010,https://www.sec.gov/Archives/edgar/data/2104172/000210417226000010/0002104172-26-000010-index.htm,False
4 - La Thi L (0001825546) (Reporting),4,2026-08-19 21:48:46,0001825546-26-000007,0001825546,4 - La Thi L (0001825546) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1825546/000182554626000007,https://www.sec.gov/Archives/edgar/data/1825546/000182554626000007/0001825546-26-000007-index.htm,False
4 - Read Brian (0002021854) (Reporting),4,2026-08-19 21:46:55,0002021854-26-000022,0002021854,4 - Read Brian (0002021854) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2021854/000202185426000022,https://www.sec.gov/Archives/edgar/data/2021854/000202185426000022/0002021854-26-000022-index.htm,False
4 - Parang Touraj (0001983441) (Reporting),4,2026-08-19 21:46:43,0001983441-26-000016,0001983441,4 - Parang Touraj (0001983441) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1983441/000198344126000016,https://www.sec.gov/Archives/edgar/data/1983441/000198344126000016/0001983441-26-000016-index.htm,False
4 - Kashani Ali (0001983489) (Reporting),4,2026-08-19 21:46:29,0001983489-26-000016,0001983489,4 - Kashani Ali (0001983489) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1983489/000198348926000016,https://www.sec.gov/Archives/edgar/data/1983489/000198348926000016/0001983489-26-000016-index.htm,False
4 - LEBLANC LEONARD J (0001244065) (Reporting),4,2026-08-19 21:45:53,0001437749-26-028573,0001244065,4 - LEBLANC LEONARD J (0001244065) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1244065/000143774926028573,https://www.sec.gov/Archives/edgar/data/1244065/000143774926028573/0001437749-26-028573-index.htm,False
4 - Howe Stephen R. Jr. (0001760676) (Reporting),4,2026-08-19 21:45:47,0001628280-26-058033,0001760676,4 - Howe Stephen R. Jr. (0001760676) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1760676/000162828026058033,https://www.sec.gov/Archives/edgar/data/1760676/000162828026058033/0001628280-26-058033-index.htm,False
"4 - Benchmark AI Infrastructure Management Co., L.L.C. (0002105288) (Reporting)",4,2026-08-19 21:45:04,0001104659-26-098850,0002105288,"4 - Benchmark AI Infrastructure Management Co., L.L.C. (0002105288) (Reporting)",,,https://www.sec.gov/Archives/edgar/data/2105288/000110465926098850,https://www.sec.gov/Archives/edgar/data/2105288/000110465926098850/0001104659-26-098850-index.htm,False
4 - Cerebras Systems Inc. (0002021728) (Issuer),4,2026-08-19 21:43:19,0001104659-26-098848,0002021728,4 - Cerebras Systems Inc. (0002021728) (Issuer),,,https://www.sec.gov/Archives/edgar/data/2021728/000110465926098848,https://www.sec.gov/Archives/edgar/data/2021728/000110465926098848/0001104659-26-098848-index.htm,False
4 - Eisen Anthony Mathew (0001933928) (Reporting),4,2026-08-19 21:42:55,0001628280-26-058031,0001933928,4 - Eisen Anthony Mathew (0001933928) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1933928/000162828026058031,https://www.sec.gov/Archives/edgar/data/1933928/000162828026058031/0001628280-26-058031-index.htm,False
4 - Yoon William T (0002059795) (Reporting),4,2026-08-19 21:42:39,0002059795-26-000011,0002059795,4 - Yoon William T (0002059795) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2059795/000205979526000011,https://www.sec.gov/Archives/edgar/data/2059795/000205979526000011/0002059795-26-000011-index.htm,False
4 - Starzak Alissa Michelle (0002128025) (Reporting),4,2026-08-19 21:42:13,0002128025-26-000013,0002128025,4 - Starzak Alissa Michelle (0002128025) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2128025/000212802526000013,https://www.sec.gov/Archives/edgar/data/2128025/000212802526000013/0002128025-26-000013-index.htm,False
4 - Frank Edward H. (0001589827) (Reporting),4,2026-08-19 21:42:00,0001451809-26-000064,0001589827,4 - Frank Edward H. (0001589827) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1589827/000145180926000064,https://www.sec.gov/Archives/edgar/data/1589827/000145180926000064/0001451809-26-000064-index.htm,False
4 - Ellerker Marco (0002030873) (Reporting),4,2026-08-19 21:41:42,0001593968-26-000174,0002030873,4 - Ellerker Marco (0002030873) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2030873/000159396826000174,https://www.sec.gov/Archives/edgar/data/2030873/000159396826000174/0001593968-26-000174-index.htm,False
4 - Cerebras Systems Inc. (0002021728) (Issuer),4,2026-08-19 21:41:35,0001104659-26-098846,0002021728,4 - Cerebras Systems Inc. (0002021728) (Issuer),,,https://www.sec.gov/Archives/edgar/data/2021728/000110465926098846,https://www.sec.gov/Archives/edgar/data/2021728/000110465926098846/0001104659-26-098846-index.htm,False
4 - Spring-Green Robin (0002011893) (Reporting),4,2026-08-19 21:41:24,0001593968-26-000173,0002011893,4 - Spring-Green Robin (0002011893) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2011893/000159396826000173,https://www.sec.gov/Archives/edgar/data/2011893/000159396826000173/0001593968-26-000173-index.htm,False
4 - Spangenberg Anne (0001938585) (Reporting),4,2026-08-19 21:41:09,0001593968-26-000172,0001938585,4 - Spangenberg Anne (0001938585) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1938585/000159396826000172,https://www.sec.gov/Archives/edgar/data/1938585/000159396826000172/0001593968-26-000172-index.htm,False
4 - Garcia Thomas (0001816735) (Reporting),4,2026-08-19 21:40:54,0001593968-26-000171,0001816735,4 - Garcia Thomas (0001816735) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1816735/000159396826000171,https://www.sec.gov/Archives/edgar/data/1816735/000159396826000171/0001593968-26-000171-index.htm,False
4 - Stefano Caroti (0001657833) (Reporting),4,2026-08-19 21:40:40,0001593968-26-000170,0001657833,4 - Stefano Caroti (0001657833) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1657833/000159396826000170,https://www.sec.gov/Archives/edgar/data/1657833/000159396826000170/0001593968-26-000170-index.htm,False
4 - Ogbechie Angela (0001934894) (Reporting),4,2026-08-19 21:40:24,0001593968-26-000169,0001934894,4 - Ogbechie Angela (0001934894) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1934894/000159396826000169,https://www.sec.gov/Archives/edgar/data/1934894/000159396826000169/0001593968-26-000169-index.htm,False
4 - Fasching Steven J. (0001745370) (Reporting),4,2026-08-19 21:40:10,0001593968-26-000168,0001745370,4 - Fasching Steven J. (0001745370) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1745370/000159396826000168,https://www.sec.gov/Archives/edgar/data/1745370/000159396826000168/0001593968-26-000168-index.htm,False
4 - Brosius Mark (0002010300) (Reporting),4,2026-08-19 21:39:47,0002010300-26-000027,0002010300,4 - Brosius Mark (0002010300) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2010300/000201030026000027,https://www.sec.gov/Archives/edgar/data/2010300/000201030026000027/0002010300-26-000027-index.htm,False
"4 - Chime Financial, Inc. (0001795586) (Issuer)",4,2026-08-19 21:37:27,0001241526-26-000017,0001795586,"4 - Chime Financial, Inc. (0001795586) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1795586/000124152626000017,https://www.sec.gov/Archives/edgar/data/1795586/000124152626000017/0001241526-26-000017-index.htm,False
4 - Riley Janel (0001979391) (Reporting),4,2026-08-19 21:37:15,0001979391-26-000015,0001979391,4 - Riley Janel (0001979391) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1979391/000197939126000015,https://www.sec.gov/Archives/edgar/data/1979391/000197939126000015/0001979391-26-000015-index.htm,False
4 - McBee Brannin (0002058103) (Reporting),4,2026-08-19 21:36:22,0001769628-26-000389,0002058103,4 - McBee Brannin (0002058103) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2058103/000176962826000389,https://www.sec.gov/Archives/edgar/data/2058103/000176962826000389/0001769628-26-000389-index.htm,False
4 - Asmerom Amine (0002061361) (Reporting),4,2026-08-19 21:36:05,0002061361-26-000013,0002061361,4 - Asmerom Amine (0002061361) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2061361/000206136126000013,https://www.sec.gov/Archives/edgar/data/2061361/000206136126000013/0002061361-26-000013-index.htm,False
4 - Merrill Gary (0001560814) (Reporting),4,2026-08-19 21:36:03,0001560814-26-000014,0001560814,4 - Merrill Gary (0001560814) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1560814/000156081426000014,https://www.sec.gov/Archives/edgar/data/1560814/000156081426000014/0001560814-26-000014-index.htm,False
4 - Abrahamsen Danielle Nicole (0002110638) (Reporting),4,2026-08-19 21:35:45,0002110638-26-000019,0002110638,4 - Abrahamsen Danielle Nicole (0002110638) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2110638/000211063826000019,https://www.sec.gov/Archives/edgar/data/2110638/000211063826000019/0002110638-26-000019-index.htm,False
4 - TCW Private Asset Income Fund (0002036272) (Issuer),4,2026-08-19 21:35:38,0001801785-26-000004,0002036272,4 - TCW Private Asset Income Fund (0002036272) (Issuer),,,https://www.sec.gov/Archives/edgar/data/2036272/000180178526000004,https://www.sec.gov/Archives/edgar/data/2036272/000180178526000004/0001801785-26-000004-index.htm,False
"4 - Cloudflare, Inc. (0001477333) (Issuer)",4,2026-08-19 21:35:32,0001473289-26-000025,0001477333,"4 - Cloudflare, Inc. (0001477333) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1477333/000147328926000025,https://www.sec.gov/Archives/edgar/data/1477333/000147328926000025/0001473289-26-000025-index.htm,False
4 - Mirchandani Sanjay (0001765820) (Reporting),4,2026-08-19 21:35:29,0001765820-26-000016,0001765820,4 - Mirchandani Sanjay (0001765820) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1765820/000176582026000016,https://www.sec.gov/Archives/edgar/data/1765820/000176582026000016/0001765820-26-000016-index.htm,False
4 - McBee Brannin (0002058103) (Reporting),4,2026-08-19 21:35:20,0001769628-26-000388,0002058103,4 - McBee Brannin (0002058103) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2058103/000176962826000388,https://www.sec.gov/Archives/edgar/data/2058103/000176962826000388/0001769628-26-000388-index.htm,False
"4 - Chime Financial, Inc. (0001795586) (Issuer)",4,2026-08-19 21:34:49,0001494393-26-000011,0001795586,"4 - Chime Financial, Inc. (0001795586) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1795586/000149439326000011,https://www.sec.gov/Archives/edgar/data/1795586/000149439326000011/0001494393-26-000011-index.htm,False
4 - Ethos Technologies Inc. (0001788451) (Issuer),4,2026-08-19 21:34:25,0001607841-26-000021,0001788451,4 - Ethos Technologies Inc. (0001788451) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1788451/000160784126000021,https://www.sec.gov/Archives/edgar/data/1788451/000160784126000021/0001607841-26-000021-index.htm,False
4 - Didenko Yuri (0002029287) (Reporting),4,2026-08-19 21:33:59,0001193125-26-357197,0002029287,4 - Didenko Yuri (0002029287) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2029287/000119312526357197,https://www.sec.gov/Archives/edgar/data/2029287/000119312526357197/0001193125-26-357197-index.htm,False
4 - McBee Brannin (0002058103) (Reporting),4,2026-08-19 21:33:54,0001769628-26-000387,0002058103,4 - McBee Brannin (0002058103) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2058103/000176962826000387,https://www.sec.gov/Archives/edgar/data/2058103/000176962826000387/0001769628-26-000387-index.htm,False
4 - Britt Christopher R (0002061801) (Reporting),4,2026-08-19 21:33:51,0002061801-26-000013,0002061801,4 - Britt Christopher R (0002061801) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2061801/000206180126000013,https://www.sec.gov/Archives/edgar/data/2061801/000206180126000013/0002061801-26-000013-index.htm,False
4 - King Ryan A (0002061219) (Reporting),4,2026-08-19 21:32:50,0002061219-26-000013,0002061219,4 - King Ryan A (0002061219) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2061219/000206121926000013,https://www.sec.gov/Archives/edgar/data/2061219/000206121926000013/0002061219-26-000013-index.htm,False
4 - Protell Charles (0001690495) (Reporting),4,2026-08-19 21:31:52,0001193125-26-357193,0001690495,4 - Protell Charles (0001690495) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1690495/000119312526357193,https://www.sec.gov/Archives/edgar/data/1690495/000119312526357193/0001193125-26-357193-index.htm,False
4 - Goldberg Chen (0002058056) (Reporting),4,2026-08-19 21:31:35,0001769628-26-000386,0002058056,4 - Goldberg Chen (0002058056) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2058056/000176962826000386,https://www.sec.gov/Archives/edgar/data/2058056/000176962826000386/0001769628-26-000386-index.htm,False
4 - Mansueto Joseph D (0001324069) (Reporting),4,2026-08-19 21:31:11,0001324069-26-000041,0001324069,4 - Mansueto Joseph D (0001324069) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1324069/000132406926000041,https://www.sec.gov/Archives/edgar/data/1324069/000132406926000041/0001324069-26-000041-index.htm,False
4 - Clark Michael Aaron (0001990691) (Reporting),4,2026-08-19 21:30:05,0001193125-26-357191,0001990691,4 - Clark Michael Aaron (0001990691) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1990691/000119312526357191,https://www.sec.gov/Archives/edgar/data/1990691/000119312526357191/0001193125-26-357191-index.htm,False
4 - Larimer David Gregory (0002109478) (Reporting),4,2026-08-19 21:30:03,0001193125-26-357190,0002109478,4 - Larimer David Gregory (0002109478) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2109478/000119312526357190,https://www.sec.gov/Archives/edgar/data/2109478/000119312526357190/0001193125-26-357190-index.htm,False
4 - AULT MILTON C III (0001212502) (Reporting),4,2026-08-19 21:29:37,0001214659-26-010625,0001212502,4 - AULT MILTON C III (0001212502) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1212502/000121465926010625,https://www.sec.gov/Archives/edgar/data/1212502/000121465926010625/0001214659-26-010625-index.htm,False
4 - Schubach Sarah Elizabeth (0002075704) (Reporting),4,2026-08-19 21:28:50,0002075704-26-000029,0002075704,4 - Schubach Sarah Elizabeth (0002075704) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2075704/000207570426000029,https://www.sec.gov/Archives/edgar/data/2075704/000207570426000029/0002075704-26-000029-index.htm,False
4 - Unity Software Inc. (0001810806) (Issuer),4,2026-08-19 21:28:36,0001680979-26-000006,0001810806,4 - Unity Software Inc. (0001810806) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1810806/000168097926000006,https://www.sec.gov/Archives/edgar/data/1810806/000168097926000006/0001680979-26-000006-index.htm,False
4 - Moyo Dambisa F (0001656418) (Reporting),4,2026-08-19 21:25:45,0000093410-26-000177,0001656418,4 - Moyo Dambisa F (0001656418) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1656418/000009341026000177,https://www.sec.gov/Archives/edgar/data/1656418/000009341026000177/0000093410-26-000177-index.htm,False
4 - Herrington Douglas J (0001936006) (Reporting),4,2026-08-19 21:25:26,0001936006-26-000020,0001936006,4 - Herrington Douglas J (0001936006) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1936006/000193600626000020,https://www.sec.gov/Archives/edgar/data/1936006/000193600626000020/0001936006-26-000020-index.htm,False
"4 - Chicago Atlantic Real Estate Finance, Inc. (0001867949) (Issuer)",4,2026-08-19 21:23:30,0001213900-26-091788,0001867949,"4 - Chicago Atlantic Real Estate Finance, Inc. (0001867949) (Issuer)",,,https://www.sec.gov/Archives/edgar/data/1867949/000121390026091788,https://www.sec.gov/Archives/edgar/data/1867949/000121390026091788/0001213900-26-091788-index.htm,False
4 - Dasdan Ali (0001963980) (Reporting),4,2026-08-19 21:23:25,0001963980-26-000012,0001963980,4 - Dasdan Ali (0001963980) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1963980/000196398026000012,https://www.sec.gov/Archives/edgar/data/1963980/000196398026000012/0001963980-26-000012-index.htm,False
4 - Walz Andrew Benjamin (0002074251) (Reporting),4,2026-08-19 21:23:03,0000093410-26-000175,0002074251,4 - Walz Andrew Benjamin (0002074251) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2074251/000009341026000175,https://www.sec.gov/Archives/edgar/data/2074251/000009341026000175/0000093410-26-000175-index.htm,False
4 - Cappell Anthony (0001897431) (Reporting),4,2026-08-19 21:22:57,0001213900-26-091787,0001897431,4 - Cappell Anthony (0001897431) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1897431/000121390026091787,https://www.sec.gov/Archives/edgar/data/1897431/000121390026091787/0001213900-26-091787-index.htm,False
4 - Boulding Mark Elliott (0001578852) (Reporting),4,2026-08-19 21:20:05,0001578852-26-000022,0001578852,4 - Boulding Mark Elliott (0001578852) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1578852/000157885226000022,https://www.sec.gov/Archives/edgar/data/1578852/000157885226000022/0001578852-26-000022-index.htm,False
4 - Morin Sebastien (0002001396) (Reporting),4,2026-08-19 21:19:02,0001104659-26-098825,0002001396,4 - Morin Sebastien (0002001396) (Reporting),,,https://www.sec.gov/Archives/edgar/data/2001396/000110465926098825,https://www.sec.gov/Archives/edgar/data/2001396/000110465926098825/0001104659-26-098825-index.htm,False
4 - Evans Jim (0001642276) (Reporting),4,2026-08-19 21:18:21,0001104659-26-098823,0001642276,4 - Evans Jim (0001642276) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1642276/000110465926098823,https://www.sec.gov/Archives/edgar/data/1642276/000110465926098823/0001104659-26-098823-index.htm,False
4 - Flutter Entertainment plc (0001635327) (Issuer),4,2026-08-19 21:18:12,0001331271-26-000073,0001635327,4 - Flutter Entertainment plc (0001635327) (Issuer),,,https://www.sec.gov/Archives/edgar/data/1635327/000133127126000073,https://www.sec.gov/Archives/edgar/data/1635327/000133127126000073/0001331271-26-000073-index.htm,False
4 - Abraham Phillip D (0001977506) (Reporting),4,2026-08-19 21:17:42,0001104659-26-098822,0001977506,4 - Abraham Phillip D (0001977506) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1977506/000110465926098822,https://www.sec.gov/Archives/edgar/data/1977506/000110465926098822/0001104659-26-098822-index.htm,False
4 - Miller Maryanne (0001864765) (Reporting),4,2026-08-19 21:17:31,0001193125-26-357140,0001864765,4 - Miller Maryanne (0001864765) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1864765/000119312526357140,https://www.sec.gov/Archives/edgar/data/1864765/000119312526357140/0001193125-26-357140-index.htm,False
4 - Guidry Gary (0001642424) (Reporting),4,2026-08-19 21:16:42,0001104659-26-098820,0001642424,4 - Guidry Gary (0001642424) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1642424/000110465926098820,https://www.sec.gov/Archives/edgar/data/1642424/000110465926098820/0001104659-26-098820-index.htm,False
4 - Glance Natalie (0001870350) (Reporting),4,2026-08-19 21:16:18,0001628280-26-058021,0001870350,4 - Glance Natalie (0001870350) (Reporting),,,https://www.sec.gov/Archives/edgar/data/1870350/000162828026058021,https://www.sec.gov/Archives/edgar/data/1870350/000162828026058021/0001628280-26-058021-index.htm,False
